"","Year","Period","State","State ANSI","HONEY, BEE COLONIES - ADDED & REPLACED, MEASURED IN COLONIES","HONEY, BEE COLONIES - INVENTORY, MAX, MEASURED IN COLONIES","HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN COLONIES","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES"
"572",2019,"OCT THRU DEC","MICHIGAN","26",820,84000,2600,6500,8,9.2,1.1,8.3,9.7,3.8,37,1500,2,84000
"573",2019,"OCT THRU DEC","MINNESOTA","27",3400,97000,1300,15500,16,1.2,1.8,6.1,7.8,4,37.3,60,NA,97000
"574",2019,"OCT THRU DEC","MISSISSIPPI","28",350,29000,470,3400,12,4.1,10.5,13.9,38,5.2,41,50,NA,21000
"575",2019,"OCT THRU DEC","MISSOURI","29",260,10000,170,1500,15,0.2,1.5,0.1,5.9,0.4,19.2,10,NA,9000
"576",2019,"OCT THRU DEC","MONTANA","30",770,79000,1100,7000,9,NA,2.8,0.8,1.8,0.3,15.7,4000,5,71000
"577",2019,"OCT THRU DEC","NEBRASKA","31",320,38000,570,2700,7,0,2.8,3.5,1,6.4,5.8,10,NA,37000
"578",2019,"OCT THRU DEC","NEW JERSEY","34",60,15500,60,220,1,0,1.3,0,0.9,0.5,2.5,80,1,15500
"579",2019,"OCT THRU DEC","NEW MEXICO","35",30,6000,10,70,1,0.4,2.6,0,0.3,0,5.2,10,NA,6000
"580",2019,"OCT THRU DEC","NEW YORK","36",630,65000,960,10000,15,3,3.2,8.7,24.8,4,33.3,510,1,65000
"581",2019,"OCT THRU DEC","NORTH CAROLINA","37",240,18000,360,3200,18,4.5,15.7,2.4,21,11.7,44.5,770,4,17500
"582",2019,"OCT THRU DEC","NORTH DAKOTA","38",3000,420000,1900,27000,6,1.8,2,3.7,7.1,1.7,43,4300,1,420000
"583",2019,"OCT THRU DEC","OHIO","39",800,19000,980,2700,14,0.4,3.3,0.6,5.6,7.6,33.2,390,2,19000
"584",2019,"OCT THRU DEC","OKLAHOMA","40",460,37000,160,2500,7,0,0.4,0.4,0.4,0.1,1,NA,0,6500
"585",2019,"OCT THRU DEC","OREGON","41",650,130000,2600,15000,12,4.7,16.6,1.8,2.1,16,35.8,2000,2,115000
"586",2019,"OCT THRU DEC","OTHER STATES",NA,280,11510,0,1340,12,0.3,32.4,0.3,2.3,0.9,13.6,0,0,11010
"587",2019,"OCT THRU DEC","PENNSYLVANIA","42",1600,21000,390,3800,18,1,2.3,3.2,4.6,2.9,33.2,1100,5,21000
"588",2019,"OCT THRU DEC","SOUTH CAROLINA","45",1400,13500,100,1900,14,1.7,13.1,3.5,18.4,6.3,56.7,430,3,12500
"589",2019,"OCT THRU DEC","SOUTH DAKOTA","46",0,189000,1300,7500,4,3.2,11.2,5.6,6.1,1.5,12.2,40,NA,189000
"590",2019,"OCT THRU DEC","TENNESSEE","47",20,11000,390,1300,12,0,7.6,33.6,53.5,9.1,66.6,70,1,11000
"591",2019,"OCT THRU DEC","TEXAS","48",8000,240000,1300,17500,7,4.6,5.8,4.9,14,1.4,23.1,1700,1,129000
"592",2019,"OCT THRU DEC","UTAH","49",970,32000,2000,4400,14,2,0.2,10.3,2,0.3,22.1,90,NA,30000
"593",2019,"OCT THRU DEC","VERMONT","50",100,7000,0,190,3,0.6,0.6,0.8,1.3,0.9,21,270,4,7000
"594",2019,"OCT THRU DEC","VIRGINIA","51",10,8000,210,1200,15,0.4,5.3,0,18.6,6,37.7,190,2,8000
"595",2019,"OCT THRU DEC","WASHINGTON","53",810,93000,7000,12500,13,0.6,2.9,19.6,2.3,3.2,40.3,100,NA,89000
"596",2019,"OCT THRU DEC","WEST VIRGINIA","54",30,8000,870,1500,19,1.1,6.1,0.4,10.7,2.2,65.8,1600,20,7500
"597",2019,"OCT THRU DEC","WISCONSIN","55",1800,46000,2900,8500,18,14.8,22,14.1,22.1,7.3,40,3000,7,46000
"598",2019,"OCT THRU DEC","WYOMING","56",100,28000,1500,3300,12,3.2,4.3,0,12.3,13.2,27.6,490,2,27000
"599",2018,"APR THRU JUN","ALABAMA","01",1700,8500,NA,650,8,1.3,9.4,14.4,27.3,2.1,25.2,710,8,7000
"600",2018,"APR THRU JUN","ARIZONA","04",14000,19500,NA,2600,13,32.8,14.3,0.8,7.2,4.1,73.8,2100,11,19000
"601",2018,"APR THRU JUN","ARKANSAS","05",13000,16000,NA,2000,13,0.7,17,2.2,12.8,13.2,30.9,1900,12,14500
"602",2018,"APR THRU JUN","CALIFORNIA","06",172000,1200000,NA,110000,9,11.1,9,13.7,10.2,5,41.5,255000,21,1130000
"603",2018,"APR THRU JUN","COLORADO","08",12500,27000,NA,3000,11,12.7,4.2,3.6,NA,0.5,41.7,4700,17,16500
"604",2018,"APR THRU JUN","CONNECTICUT","09",340,3600,NA,120,3,0.4,0.8,0.8,0.9,0.4,11.1,170,5,3600
"605",2018,"APR THRU JUN","FLORIDA","12",49000,275000,NA,56000,20,9.6,10.1,15.5,27.5,21.1,45.3,68000,25,250000
"606",2018,"APR THRU JUN","GEORGIA","13",35000,137000,NA,18000,13,13.8,31.4,14.8,25.9,10.1,53,16000,12,131000
"607",2018,"APR THRU JUN","HAWAII","15",330,16500,NA,380,2,0.4,0.8,0,91.9,0.2,88.3,3100,19,16500
"608",2018,"APR THRU JUN","IDAHO","16",14500,94000,NA,6500,7,3,4.1,18.5,3.7,4.4,51.6,29000,31,59000
"609",2018,"APR THRU JUN","ILLINOIS","17",5000,10500,NA,2300,22,6.7,9.9,6.6,7.8,2.4,13.7,2900,28,10000
"610",2018,"APR THRU JUN","INDIANA","18",4000,9500,NA,1800,19,0.4,1.3,4.5,3.5,1.1,78,730,8,8000
"611",2018,"APR THRU JUN","IOWA","19",15500,47000,NA,4300,9,0.9,8.4,7.9,9.3,0.3,12.7,4800,10,45000
"612",2018,"APR THRU JUN","KANSAS","20",3500,3900,NA,300,8,1.3,2.1,24.9,31.6,1.6,42.8,2100,54,3900
"613",2018,"APR THRU JUN","KENTUCKY","21",1500,6000,NA,910,15,0.6,4.1,1,20.2,5.9,40.9,560,9,5500
"614",2018,"APR THRU JUN","LOUISIANA","22",4900,48000,NA,1400,3,0.2,1.2,0.8,5.9,1.3,8.1,4000,8,48000
"615",2018,"APR THRU JUN","MAINE","23",430,23000,NA,3100,13,0.2,0.5,1.3,0.8,NA,1.4,790,3,2200
"616",2018,"APR THRU JUN","MARYLAND","24",2400,8000,NA,370,5,0.8,4.4,0.3,3.4,0.4,11.8,1200,15,7000
"617",2018,"APR THRU JUN","MASSACHUSETTS","25",910,8000,NA,260,3,1,2,1.4,1.1,2.1,6.3,350,4,3500
"618",2018,"APR THRU JUN","MICHIGAN","26",23000,70000,NA,7500,11,10.8,12.7,11.7,18.6,9.8,75.4,8500,12,37000
"619",2018,"APR THRU JUN","MINNESOTA","27",42000,116000,NA,8500,7,7.2,8,6,9.3,20.7,12.9,25000,22,69000
"620",2018,"APR THRU JUN","MISSISSIPPI","28",4000,50000,NA,3400,7,0,3.5,0.2,26.2,2.2,44.6,7000,14,50000
"621",2018,"APR THRU JUN","MISSOURI","29",2100,7000,NA,390,6,0.8,8.3,1.5,13.2,2.6,11.8,800,11,7000
"622",2018,"APR THRU JUN","MONTANA","30",17000,176000,NA,5500,3,3.3,0.9,1.7,4.7,1.2,42.9,22000,13,50000
"623",2018,"APR THRU JUN","NEBRASKA","31",4000,46000,NA,2100,5,1.4,9,4.2,1.4,5.5,5,900,2,10500
"624",2018,"APR THRU JUN","NEW JERSEY","34",1300,15000,NA,270,2,NA,3.4,0.1,3.3,0.1,16.5,170,1,4400
"625",2018,"APR THRU JUN","NEW MEXICO","35",1700,4300,NA,50,1,0.3,0.2,0,0.1,1,0.3,450,10,1900
"626",2018,"APR THRU JUN","NEW YORK","36",11000,42000,NA,2700,6,15,16.7,6.6,20,3.7,39.6,2400,6,20000
"627",2018,"APR THRU JUN","NORTH CAROLINA","37",4100,17500,NA,2500,14,0.5,14.6,2.4,2.6,0.8,9.7,800,5,16000
"628",2018,"APR THRU JUN","NORTH DAKOTA","38",23000,460000,NA,23000,5,4.9,4.9,4.7,7.9,4.3,34.8,64000,14,74000
"629",2018,"APR THRU JUN","OHIO","39",9000,13000,NA,1500,12,1.7,21.6,2.7,30.7,1.5,38.8,2100,16,11000
"630",2018,"APR THRU JUN","OKLAHOMA","40",10500,15500,NA,1700,11,9.6,12.4,26.7,10.9,0.1,60.2,6500,42,15500
"631",2018,"APR THRU JUN","OREGON","41",17500,107000,NA,3400,3,8.1,15.6,6.6,3.5,0.2,46.1,24000,22,41000
"632",2018,"APR THRU JUN","OTHER STATES",NA,1750,8670,NA,380,4,0.9,3.5,NA,0.9,0.2,19.8,1030,12,4380
"633",2018,"APR THRU JUN","PENNSYLVANIA","42",6000,19500,NA,1100,6,2.2,1.6,2,16,1.9,31.3,1600,8,15500
"634",2018,"APR THRU JUN","SOUTH CAROLINA","45",2600,14000,NA,1300,9,0.7,10,1.6,3.5,3,14.2,4000,29,14000
"635",2018,"APR THRU JUN","SOUTH DAKOTA","46",12500,169000,NA,17000,10,7.3,37.5,3.8,40.4,NA,55.1,65000,38,10000
"636",2018,"APR THRU JUN","TENNESSEE","47",3800,8000,NA,1200,15,3,6.2,3.4,22.9,2.5,30,1300,16,8000
"637",2018,"APR THRU JUN","TEXAS","48",79000,315000,NA,38000,12,8.1,8.5,4.5,17.7,14.6,26.5,71000,23,305000
"638",2018,"APR THRU JUN","UTAH","49",9500,26000,NA,1900,7,2,1.4,1.7,3.7,1.9,43.5,4100,16,14500
"639",2018,"APR THRU JUN","VERMONT","50",2600,6500,NA,520,8,0.7,1.8,16.7,1.5,0.1,21.8,140,2,5500
"640",2018,"APR THRU JUN","VIRGINIA","51",2600,6000,NA,500,8,3.2,23.1,1.3,18.8,1.5,22.7,700,12,5000
"641",2018,"APR THRU JUN","WASHINGTON","53",15500,122000,NA,7500,6,7.6,7.1,7.6,9.4,0.6,55.9,19000,16,55000
"642",2018,"APR THRU JUN","WEST VIRGINIA","54",2300,7000,NA,570,8,0.9,13.6,2.9,7.5,7.9,13.8,550,8,7000
"643",2018,"APR THRU JUN","WISCONSIN","55",12000,56000,NA,6500,12,18.3,29.5,27.1,16.9,0.8,32.1,7000,13,26000
"644",2018,"APR THRU JUN","WYOMING","56",5500,28000,NA,2300,8,2.1,2.7,2.1,0.1,3.7,9.6,2200,8,8500
"645",2018,"JAN THRU MAR","ALABAMA","01",1200,7500,NA,820,11,1.9,8.6,14.9,30.2,4.5,29.2,1500,20,7500
"646",2018,"JAN THRU MAR","ARIZONA","04",810,26000,NA,6000,23,4.6,7.9,15.3,4.3,4.2,36.3,230,1,25000
"647",2018,"JAN THRU MAR","ARKANSAS","05",540,22000,NA,7500,34,1,4.6,23,9.6,13.9,21.1,810,4,22000
"648",2018,"JAN THRU MAR","CALIFORNIA","06",205000,1540000,NA,215000,14,4.8,8,11.5,11.3,4.9,41.3,133000,9,1150000
"649",2018,"JAN THRU MAR","COLORADO","08",1400,21000,NA,4900,23,3.8,13.7,0.5,0.8,2.4,31.7,190,1,13000
"650",2018,"JAN THRU MAR","CONNECTICUT","09",220,2900,NA,140,5,0,7.7,0.8,0.7,3.5,14.5,330,11,2900
"651",2018,"JAN THRU MAR","FLORIDA","12",57000,255000,NA,39000,15,4.5,5.5,9.2,15.3,16,31.7,38000,15,245000
"652",2018,"JAN THRU MAR","GEORGIA","13",29000,139000,NA,25000,18,0.9,27.1,14.8,18.7,2.1,39.6,39000,28,134000
"653",2018,"JAN THRU MAR","HAWAII","15",1200,17000,NA,1600,9,0.1,0.1,0,84.5,NA,83,5000,29,17000
"654",2018,"JAN THRU MAR","IDAHO","16",2500,168000,NA,22000,13,0.8,3.4,3.4,5.7,0.4,28.3,2600,2,164000
"655",2018,"JAN THRU MAR","ILLINOIS","17",1000,10500,NA,2400,23,3.6,10.4,3.5,11.2,10.9,25.7,630,6,10500
"656",2018,"JAN THRU MAR","INDIANA","18",300,8000,NA,1000,13,3,9.9,0.5,8.3,3.7,33.4,30,NA,7000
"657",2018,"JAN THRU MAR","IOWA","19",270,44000,NA,2100,5,0.3,0.6,0.6,1.1,1.4,5.3,110,NA,41000
"658",2018,"JAN THRU MAR","KANSAS","20",370,3700,NA,950,26,1,27.9,4.3,20.3,9.1,63,410,11,3700
"659",2018,"JAN THRU MAR","KENTUCKY","21",760,5500,NA,1200,22,0.9,8,11,29.6,5.9,43,20,NA,5500
"660",2018,"JAN THRU MAR","LOUISIANA","22",4100,52000,NA,3600,7,0.2,4.5,0.7,0.7,1.6,4.9,320,1,50000
"661",2018,"JAN THRU MAR","MAINE","23",20,1900,NA,410,22,0.2,5.2,0,0.6,7.4,23.6,30,2,1900
"662",2018,"JAN THRU MAR","MARYLAND","24",400,8000,NA,1600,20,4.4,14.3,1.5,5.6,3.1,18.2,190,2,8000
"663",2018,"JAN THRU MAR","MASSACHUSETTS","25",240,3700,NA,1000,27,0.8,9.6,0.8,1.1,7.4,19.6,290,8,3700
"664",2018,"JAN THRU MAR","MICHIGAN","26",4000,37000,NA,7000,19,0.7,12,7.4,3.5,5.9,21.4,3900,11,16500
"665",2018,"JAN THRU MAR","MINNESOTA","27",8000,62000,NA,3900,6,1.9,1.1,0.6,0.7,1.6,2,2900,5,39000
"666",2018,"JAN THRU MAR","MISSISSIPPI","28",28000,32000,NA,2000,6,NA,2.4,0.6,4.8,34.4,7,5500,17,19000
"667",2018,"JAN THRU MAR","MISSOURI","29",1400,8000,NA,1400,18,0.3,26.5,3.5,77.8,23.9,86,50,1,8000
"668",2018,"JAN THRU MAR","MONTANA","30",840,60000,NA,140,NA,NA,0.1,26.1,NA,0.1,28.9,0,0,35000
"669",2018,"JAN THRU MAR","NEBRASKA","31",0,14000,NA,430,3,0,1.7,2.8,1.6,0.9,4.5,0,0,6500
"670",2018,"JAN THRU MAR","NEW JERSEY","34",180,6500,NA,730,11,0,3.8,0.4,1.9,0.8,14.9,190,3,6500
"671",2018,"JAN THRU MAR","NEW MEXICO","35",180,7500,NA,3900,52,0,9.4,1.3,0.5,0.5,42.8,0,0,7500
"672",2018,"JAN THRU MAR","NEW YORK","36",400,26000,NA,3700,14,1.4,8,1.9,11.9,6,25.3,170,1,26000
"673",2018,"JAN THRU MAR","NORTH CAROLINA","37",2400,18500,NA,4200,23,0.3,13.4,0.3,10.2,8,29.7,260,1,18500
"674",2018,"JAN THRU MAR","NORTH DAKOTA","38",2600,101000,NA,3200,3,1.1,0.8,0,0.1,0,1.4,10,NA,66000
"675",2018,"JAN THRU MAR","OHIO","39",300,14000,NA,4500,32,6.5,15.8,3.2,10,11.6,39.6,580,4,12000
"676",2018,"JAN THRU MAR","OKLAHOMA","40",890,18000,NA,3700,21,3.2,3.1,0.1,8.5,2,24.1,240,1,17000
"677",2018,"JAN THRU MAR","OREGON","41",16500,89000,NA,4800,5,1.2,3.7,6.7,0.7,1,36,3900,4,81000
"678",2018,"JAN THRU MAR","OTHER STATES",NA,160,7020,NA,1870,27,0.1,1.9,0,0.4,1.1,20.7,40,1,3820
"679",2018,"JAN THRU MAR","PENNSYLVANIA","42",1200,15000,NA,3300,22,3.3,5.9,9.3,5.6,9.9,34.4,670,4,14500
"680",2018,"JAN THRU MAR","SOUTH CAROLINA","45",1900,14500,NA,1800,12,0.7,13.5,2.6,15.5,3,29.3,2800,19,13500
"681",2018,"JAN THRU MAR","SOUTH DAKOTA","46",250,29000,NA,390,1,NA,0.5,NA,0.1,0.1,4.4,90,NA,23000
"682",2018,"JAN THRU MAR","TENNESSEE","47",540,10000,NA,3400,34,2.3,13.2,3,20.4,19.7,29.2,470,5,10000
"683",2018,"JAN THRU MAR","TEXAS","48",124000,290000,NA,32000,11,4.8,1.7,0.2,10.1,10.3,21.5,42000,14,205000
"684",2018,"JAN THRU MAR","UTAH","49",490,17000,NA,620,4,0.1,0.1,0,0,0.5,18.7,50,NA,7500
"685",2018,"JAN THRU MAR","VERMONT","50",20,5500,NA,810,15,0.3,2,0.6,1.2,0.8,17,0,0,5500
"686",2018,"JAN THRU MAR","VIRGINIA","51",540,7000,NA,2100,30,0.3,7.7,3.9,11.3,16.3,26,160,2,7000
"687",2018,"JAN THRU MAR","WASHINGTON","53",7000,90000,NA,4600,5,1,0.4,1.9,0.9,0.4,8.5,870,1,44000
"688",2018,"JAN THRU MAR","WEST VIRGINIA","54",330,8500,NA,2500,29,2,20.8,3.4,8,4.9,15,60,1,4700
"689",2018,"JAN THRU MAR","WISCONSIN","55",2800,29000,NA,4600,16,1.2,3.6,1.5,3.7,3.7,14.1,1600,6,21000
"690",2018,"JAN THRU MAR","WYOMING","56",70,9000,NA,220,2,0.1,1.9,0,0.3,0.9,0.8,0,0,5500
"691",2018,"JUL THRU SEP","ALABAMA","01",1600,8500,NA,1700,20,0.7,7.8,14.6,69.4,6.8,77.5,1300,15,8500
"692",2018,"JUL THRU SEP","ARIZONA","04",3200,31000,NA,8000,26,4.5,15,3.8,2.3,27.6,52.5,3100,10,31000
"693",2018,"JUL THRU SEP","ARKANSAS","05",2600,29000,NA,2300,8,0.1,0.5,17.6,7.8,0.6,29.9,840,3,29000
"694",2018,"JUL THRU SEP","CALIFORNIA","06",63000,7e+05,NA,73000,10,4.5,12,17.8,6.6,3.6,57.3,141000,20,590000
"695",2018,"JUL THRU SEP","COLORADO","08",1500,35000,NA,5000,14,5.6,8.5,2.9,16.6,4.5,72.6,5000,14,34000
"696",2018,"JUL THRU SEP","CONNECTICUT","09",80,3200,NA,130,4,0,2.5,1.4,0,1.2,13,310,10,3200
"697",2018,"JUL THRU SEP","FLORIDA","12",53000,220000,NA,30000,14,4.2,14.3,7.6,20.5,9.8,35,40000,18,197000
"698",2018,"JUL THRU SEP","GEORGIA","13",27000,138000,NA,17000,12,2.4,6,27.7,20.4,7.2,49.8,33000,24,134000
"699",2018,"JUL THRU SEP","HAWAII","15",1700,16500,NA,1800,11,0.1,0.1,0.1,89.4,0,88.3,3000,18,16500
"700",2018,"JUL THRU SEP","IDAHO","16",15000,101000,NA,14000,14,14.6,13.8,26.5,5.4,5.7,83.6,21000,21,82000
"701",2018,"JUL THRU SEP","ILLINOIS","17",700,11000,NA,660,6,2.1,1.5,5.1,10.6,7,21.2,420,4,11000
"702",2018,"JUL THRU SEP","INDIANA","18",520,11500,NA,990,9,1.4,5,20.6,12.2,0.5,29.5,1200,10,11500
"703",2018,"JUL THRU SEP","IOWA","19",1200,57000,NA,3600,6,8.5,1.9,0.4,9.8,0.4,29.9,990,2,56000
"704",2018,"JUL THRU SEP","KANSAS","20",300,6000,NA,950,16,6.6,23.7,8,51.1,7.9,76.8,180,3,6000
"705",2018,"JUL THRU SEP","KENTUCKY","21",300,7000,NA,840,12,1.6,4.5,1.5,26.5,7.6,47.1,660,9,6500
"706",2018,"JUL THRU SEP","LOUISIANA","22",1600,53000,NA,1900,4,0.2,1,1.7,29.9,1.6,31.3,2300,4,53000
"707",2018,"JUL THRU SEP","MAINE","23",60,12500,NA,890,7,1.1,3.5,0,1,0.5,37,170,1,12500
"708",2018,"JUL THRU SEP","MARYLAND","24",580,7500,NA,360,5,0.3,1.1,0.6,6,3.8,11.7,680,9,7500
"709",2018,"JUL THRU SEP","MASSACHUSETTS","25",850,10000,NA,2200,22,10.7,1.1,10.1,11.2,10.3,75.9,730,7,8000
"710",2018,"JUL THRU SEP","MICHIGAN","26",3000,88000,NA,8000,9,1.1,19.5,23.8,13.8,18.6,92.4,22000,25,88000
"711",2018,"JUL THRU SEP","MINNESOTA","27",1600,127000,NA,29000,23,6,9.3,28.4,12.4,8.1,44.5,6500,5,121000
"712",2018,"JUL THRU SEP","MISSISSIPPI","28",110,16500,NA,2900,18,NA,7.5,0.5,8.6,7.2,25.2,650,4,16500
"713",2018,"JUL THRU SEP","MISSOURI","29",260,10000,NA,540,5,1.2,7.5,1.2,16.9,1.1,18.2,410,4,10000
"714",2018,"JUL THRU SEP","MONTANA","30",3100,153000,NA,18500,12,18,21.8,6.8,18.5,2.7,43.8,22000,14,145000
"715",2018,"JUL THRU SEP","NEBRASKA","31",8500,54000,NA,6500,12,5.9,4.3,6.5,3.2,4,24.1,5000,9,52000
"716",2018,"JUL THRU SEP","NEW JERSEY","34",250,14000,NA,320,2,0.2,1,0.1,5.1,0.4,12.3,220,2,14000
"717",2018,"JUL THRU SEP","NEW MEXICO","35",3800,7000,NA,1200,17,0,0.4,12.3,0,0.2,0,1000,14,6000
"718",2018,"JUL THRU SEP","NEW YORK","36",3600,56000,NA,3900,7,18.6,22.9,24.4,20.6,10.2,40.7,3700,7,55000
"719",2018,"JUL THRU SEP","NORTH CAROLINA","37",2600,18000,NA,2200,12,11.4,11.4,8.4,17.9,3.1,66,2000,11,18000
"720",2018,"JUL THRU SEP","NORTH DAKOTA","38",23000,490000,NA,59000,12,9.6,10.9,10.4,11.5,1.2,52.6,14500,3,455000
"721",2018,"JUL THRU SEP","OHIO","39",1300,16000,NA,1300,8,2.6,11.9,1.3,40.9,1.2,58.9,2100,13,16000
"722",2018,"JUL THRU SEP","OKLAHOMA","40",20,2100,NA,370,18,0.1,17.2,23.5,51.1,23.4,59.6,10,NA,2100
"723",2018,"JUL THRU SEP","OREGON","41",3000,117000,NA,13000,11,7,10.7,45.1,2.8,0.8,57.2,49000,42,116000
"724",2018,"JUL THRU SEP","OTHER STATES",NA,480,9990,NA,890,9,1.3,4.9,2.9,2.4,0.7,22.8,440,4,6490
"725",2018,"JUL THRU SEP","PENNSYLVANIA","42",2900,21000,NA,860,4,1.9,1.7,1.6,8.1,2.6,23.5,2300,11,20000
"726",2018,"JUL THRU SEP","SOUTH CAROLINA","45",670,11500,NA,1400,12,0.7,7.6,32.4,53.4,0.9,76.8,1100,10,9500
"727",2018,"JUL THRU SEP","SOUTH DAKOTA","46",8000,197000,NA,22000,11,3.3,45,8.5,32.9,1.6,54.7,6500,3,168000
"728",2018,"JUL THRU SEP","TENNESSEE","47",540,9000,NA,900,10,0.7,5.6,13.2,53.2,2.1,70.6,1000,11,9000
"729",2018,"JUL THRU SEP","TEXAS","48",7500,124000,NA,7500,6,0.4,2.8,6.2,4.4,0.9,18.8,9500,8,112000
"730",2018,"JUL THRU SEP","UTAH","49",970,30000,NA,4400,15,0.1,1,0.2,15.5,0.7,34,1400,5,30000
"731",2018,"JUL THRU SEP","VERMONT","50",1200,7000,NA,90,1,4.3,0.3,24.1,4.9,0,29.3,80,1,7000
"732",2018,"JUL THRU SEP","VIRGINIA","51",1000,7500,NA,610,8,2.6,11.6,7.7,28.5,1.7,39,990,13,7500
"733",2018,"JUL THRU SEP","WASHINGTON","53",7000,84000,NA,12000,14,0.6,9.9,2.7,0.6,2.8,7.1,3600,4,76000
"734",2018,"JUL THRU SEP","WEST VIRGINIA","54",170,8000,NA,520,7,0.3,6.8,0.3,52.6,2.1,57,1200,15,7500
"735",2018,"JUL THRU SEP","WISCONSIN","55",2400,69000,NA,10000,14,2.6,6.1,19.5,32.7,4.3,54.4,3800,6,61000
"736",2018,"JUL THRU SEP","WYOMING","56",1800,34000,NA,3900,11,2.2,3.3,9,2.8,4,35.4,3900,11,33000
"737",2018,"OCT THRU DEC","ALABAMA","01",210,6500,NA,830,13,1.3,3.4,1.5,20.5,7.5,20.6,1300,20,6500
"738",2018,"OCT THRU DEC","ARIZONA","04",2200,27000,NA,5000,19,3.1,7.1,NA,8.3,3,20.6,330,1,26000
"739",2018,"OCT THRU DEC","ARKANSAS","05",110,31000,NA,6000,19,0,5.3,73.5,7.1,2.2,82.8,230,1,30000
"740",2018,"OCT THRU DEC","CALIFORNIA","06",86000,1200000,NA,170000,14,9.8,9.3,11.6,16.6,7.1,44.1,46000,4,680000
"741",2018,"OCT THRU DEC","COLORADO","08",370,30000,NA,3500,12,1,6.1,NA,5.9,1.2,73.2,10,NA,30000
"742",2018,"OCT THRU DEC","CONNECTICUT","09",0,3500,NA,220,6,2.3,4.2,0.9,3.6,2.3,12.5,60,2,3500
"743",2018,"OCT THRU DEC","FLORIDA","12",53000,290000,NA,43000,15,9,8,14.1,22.4,6.7,46.7,20000,7,240000
"744",2018,"OCT THRU DEC","GEORGIA","13",6500,164000,NA,19500,12,9.2,5.6,6.9,17.4,7.8,41.4,49000,30,148000
"745",2018,"OCT THRU DEC","HAWAII","15",1700,16000,NA,940,6,NA,0.1,0,83.3,0,70.5,6000,38,16000
"746",2018,"OCT THRU DEC","IDAHO","16",9000,159000,NA,15000,9,9.6,7,15.9,47.4,4.5,64.9,910,1,99000
"747",2018,"OCT THRU DEC","ILLINOIS","17",600,12000,NA,1400,12,2.4,6.9,2.8,13.1,5.7,27.2,350,3,12000
"748",2018,"OCT THRU DEC","INDIANA","18",40,9000,NA,3300,37,23.8,35.4,64.6,21.3,2.3,51.3,1200,13,9000
"749",2018,"OCT THRU DEC","IOWA","19",630,21000,NA,4200,20,8.9,29.4,31.6,27.2,5.6,55.1,80,NA,21000
"750",2018,"OCT THRU DEC","KANSAS","20",420,5500,NA,1000,18,26,1.6,43.7,31.3,26.4,62,10,NA,5500
"751",2018,"OCT THRU DEC","KENTUCKY","21",60,7000,NA,2000,29,1.2,5.5,6.8,41.9,4.3,57.1,430,6,7000
"752",2018,"OCT THRU DEC","LOUISIANA","22",130,52000,NA,2600,5,0.3,1,5.9,6.7,1.7,16.6,200,NA,50000
"753",2018,"OCT THRU DEC","MAINE","23",210,12000,NA,1400,12,NA,1.2,0,5.1,0.1,9.3,880,7,12000
"754",2018,"OCT THRU DEC","MARYLAND","24",60,9000,NA,690,8,0.3,4.9,1.2,5.3,1.7,16.6,90,1,7000
"755",2018,"OCT THRU DEC","MASSACHUSETTS","25",110,4900,NA,650,13,8.1,3.4,9.4,9.2,5.3,33.2,320,7,4900
"756",2018,"OCT THRU DEC","MICHIGAN","26",3900,77000,NA,6000,8,15.6,2.4,15.1,31.2,6.6,52,1800,2,77000
"757",2018,"OCT THRU DEC","MINNESOTA","27",2500,86000,NA,11500,13,4.2,3.8,7.9,5.2,2.4,28.4,590,1,84000
"758",2018,"OCT THRU DEC","MISSISSIPPI","28",330,25000,NA,2000,8,0.2,3,0.5,6.7,4.5,26.5,50,NA,14500
"759",2018,"OCT THRU DEC","MISSOURI","29",170,10000,NA,880,9,1.1,1.9,2.3,10,4.1,37,150,2,10000
"760",2018,"OCT THRU DEC","MONTANA","30",3100,102000,NA,5500,5,5.6,2.9,17.5,13,NA,40.7,500,NA,98000
"761",2018,"OCT THRU DEC","NEBRASKA","31",7000,45000,NA,5000,11,0.7,2.9,0.3,0.7,1,3,840,2,45000
