"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Virginia","Roanoke",2016,366,319,47,0,0,0,0,100,52,36,1,34,171,160,0
"Virginia","Rockbridge",2016,264,251,13,0,0,0,0,90,46,33,0,0,197,67,0
"Virginia","Rockingham",2016,366,334,31,1,0,0,0,108,50,32,0,116,202,48,0
"Virginia","Salem City",2016,114,105,9,0,0,0,0,66,49,30,0,0,0,114,0
"Virginia","Stafford",2016,193,162,30,1,0,0,0,108,54,39,0,0,193,0,0
"Virginia","Suffolk City",2016,214,194,18,2,0,0,0,115,50,37,0,0,214,0,0
"Virginia","Virginia Beach City",2016,342,317,25,0,0,0,0,67,45,25,0,0,0,342,0
"Virginia","Winchester City",2016,59,59,0,0,0,0,0,25,16,10,0,0,0,0,59
"Virginia","Wythe",2016,208,191,17,0,0,0,0,100,50,41,0,0,208,0,0
"Washington","Adams",2016,346,345,1,0,0,0,0,52,25,14,0,0,0,346,0
"Washington","Asotin",2016,362,322,40,0,0,0,0,92,51,27,0,0,0,362,0
"Washington","Benton",2016,366,325,39,2,0,0,0,122,51,31,0,0,127,201,38
"Washington","Chelan",2016,366,330,36,0,0,0,0,79,50,22,0,0,0,366,0
"Washington","Clallam",2016,366,328,38,0,0,0,0,69,51,37,0,0,245,121,0
"Washington","Clark",2016,366,328,38,0,0,0,0,91,51,28,0,0,136,230,0
"Washington","Columbia",2016,334,330,4,0,0,0,0,55,30,15,0,0,0,334,0
"Washington","Cowlitz",2016,363,348,15,0,0,0,0,74,37,18,0,0,0,363,0
"Washington","Franklin",2016,332,324,8,0,0,0,0,78,26,14,0,0,0,332,0
"Washington","Grant",2016,361,350,11,0,0,0,0,62,34,18,0,0,0,361,0
"Washington","Grays Harbor",2016,364,355,9,0,0,0,0,71,37,21,0,0,0,364,0
"Washington","Jefferson",2016,348,344,4,0,0,0,0,60,29,18,0,0,0,348,0
"Washington","King",2016,366,311,55,0,0,0,0,100,56,39,0,100,113,153,0
"Washington","Kitsap",2016,357,356,1,0,0,0,0,55,26,16,0,0,0,357,0
"Washington","Kittitas",2016,366,310,50,6,0,0,0,143,58,19,0,0,0,366,0
"Washington","Klickitat",2016,122,120,2,0,0,0,0,58,32,15,0,0,0,122,0
"Washington","Lewis",2016,366,355,11,0,0,0,0,66,33,19,0,0,0,366,0
"Washington","Mason",2016,366,352,14,0,0,0,0,68,38,20,0,0,0,366,0
"Washington","Okanogan",2016,366,257,107,2,0,0,0,118,68,29,0,0,0,366,0
"Washington","Pierce",2016,366,313,52,0,1,0,0,155,54,40,0,16,249,101,0
"Washington","Skagit",2016,366,354,12,0,0,0,0,78,44,32,0,1,265,100,0
"Washington","Snohomish",2016,366,317,46,3,0,0,0,120,56,24,0,0,0,366,0
"Washington","Spokane",2016,366,305,61,0,0,0,0,79,54,37,1,0,129,231,5
"Washington","Stevens",2016,366,291,73,2,0,0,0,110,60,26,0,0,0,300,66
"Washington","Thurston",2016,349,328,21,0,0,0,0,90,44,27,0,0,138,211,0
"Washington","Walla Walla",2016,271,250,21,0,0,0,0,83,45,18,0,0,0,271,0
"Washington","Whatcom",2016,349,342,7,0,0,0,0,59,39,25,0,0,145,204,0
"Washington","Whitman",2016,366,359,7,0,0,0,0,84,33,17,0,0,0,366,0
"Washington","Yakima",2016,366,257,97,8,4,0,0,186,71,33,0,0,0,362,4
"West Virginia","Berkeley",2016,255,205,49,1,0,0,0,112,60,40,0,0,196,59,0
"West Virginia","Brooke",2016,366,336,30,0,0,0,0,78,48,18,6,0,0,122,238
"West Virginia","Cabell",2016,262,222,39,1,0,0,0,129,56,39,0,0,197,65,0
"West Virginia","Gilmer",2016,346,334,11,1,0,0,0,105,44,32,0,0,346,0,0
"West Virginia","Greenbrier",2016,207,189,18,0,0,0,0,100,49,39,0,0,207,0,0
"West Virginia","Hancock",2016,366,321,45,0,0,0,0,93,52,34,5,0,201,63,97
"West Virginia","Harrison",2016,117,110,7,0,0,0,0,62,48,31,0,0,0,117,0
"West Virginia","Kanawha",2016,354,299,53,2,0,0,0,119,54,37,58,0,160,136,0
"West Virginia","Marion",2016,95,86,9,0,0,0,0,61,50,33,0,0,0,95,0
"West Virginia","Marshall",2016,306,241,65,0,0,0,0,84,59,36,0,0,0,306,0
"West Virginia","Monongalia",2016,260,239,21,0,0,0,0,74,49,36,0,0,191,69,0
"West Virginia","Ohio",2016,261,195,63,3,0,0,0,108,58,43,0,0,203,58,0
"West Virginia","Tucker",2016,356,332,23,1,0,0,0,105,48,36,0,0,347,9,0
"West Virginia","Wood",2016,265,220,44,1,0,0,0,112,61,42,0,0,199,66,0
"Wisconsin","Ashland",2016,358,346,12,0,0,0,0,80,41,32,0,0,346,12,0
"Wisconsin","Brown",2016,366,313,50,3,0,0,0,112,54,33,0,0,152,214,0
"Wisconsin","Columbia",2016,199,176,20,3,0,0,0,108,58,38,0,0,199,0,0
"Wisconsin","Dane",2016,361,294,67,0,0,0,0,100,59,38,0,0,155,204,2
"Wisconsin","Dodge",2016,366,311,52,3,0,0,0,148,56,36,0,0,274,92,0
"Wisconsin","Door",2016,188,158,22,8,0,0,0,150,67,36,0,0,188,0,0
"Wisconsin","Eau Claire",2016,359,317,42,0,0,0,0,84,52,35,0,0,132,227,0
"Wisconsin","Fond du Lac",2016,189,165,21,3,0,0,0,108,58,38,0,0,189,0,0
"Wisconsin","Forest",2016,350,335,14,1,0,0,0,101,44,34,0,0,326,24,0
"Wisconsin","Grant",2016,281,251,30,0,0,0,0,78,52,29,0,0,0,281,0
"Wisconsin","Jefferson",2016,201,176,21,4,0,0,0,108,61,40,0,0,201,0,0
"Wisconsin","Kenosha",2016,362,275,72,13,2,0,0,161,65,39,0,0,205,157,0
"Wisconsin","Kewaunee",2016,188,162,21,5,0,0,0,136,71,37,0,0,188,0,0
"Wisconsin","La Crosse",2016,355,317,38,0,0,0,0,87,52,32,0,0,171,184,0
"Wisconsin","Manitowoc",2016,188,160,21,7,0,0,0,147,67,37,0,0,188,0,0
"Wisconsin","Marathon",2016,192,176,16,0,0,0,0,100,49,35,0,0,192,0,0
"Wisconsin","Milwaukee",2016,366,272,86,7,1,0,0,185,67,40,0,36,206,122,2
"Wisconsin","Outagamie",2016,349,300,47,2,0,0,0,108,55,33,0,0,177,172,0
"Wisconsin","Ozaukee",2016,355,294,52,8,1,0,0,172,59,35,0,0,193,162,0
"Wisconsin","Racine",2016,197,153,35,8,1,0,0,169,77,42,0,0,197,0,0
"Wisconsin","Rock",2016,187,159,23,5,0,0,0,119,61,39,0,0,187,0,0
"Wisconsin","Sauk",2016,366,328,37,1,0,0,0,101,51,32,0,0,183,179,4
"Wisconsin","Sheboygan",2016,203,166,25,10,2,0,0,164,67,39,0,0,203,0,0
"Wisconsin","Taylor",2016,360,333,27,0,0,0,0,84,47,34,0,0,316,44,0
"Wisconsin","Vilas",2016,205,193,12,0,0,0,0,77,44,32,0,0,180,25,0
"Wisconsin","Walworth",2016,188,161,22,5,0,0,0,115,61,38,0,0,188,0,0
"Wisconsin","Waukesha",2016,360,277,83,0,0,0,0,100,59,38,0,0,140,220,0
"Wyoming","Albany",2016,366,266,100,0,0,0,0,97,64,46,0,0,295,4,67
"Wyoming","Big Horn",2016,283,277,6,0,0,0,0,84,46,38,0,0,283,0,0
"Wyoming","Campbell",2016,366,262,103,1,0,0,0,141,62,43,0,0,232,18,116
"Wyoming","Carbon",2016,366,335,31,0,0,0,0,84,50,42,0,13,351,2,0
"Wyoming","Converse",2016,366,312,53,0,1,0,0,173,52,41,0,1,319,5,41
"Wyoming","Fremont",2016,366,305,61,0,0,0,0,84,58,44,0,0,335,31,0
"Wyoming","Goshen",2016,353,293,60,0,0,0,0,78,55,42,0,0,266,36,51
"Wyoming","Laramie",2016,366,316,50,0,0,0,0,87,54,43,0,5,341,20,0
"Wyoming","Lincoln",2016,366,363,3,0,0,0,0,69,33,13,0,0,0,0,366
"Wyoming","Natrona",2016,366,333,33,0,0,0,0,80,50,41,0,13,346,5,2
"Wyoming","Park",2016,121,118,3,0,0,0,0,85,24,12,0,0,0,94,27
"Wyoming","Platte",2016,57,50,7,0,0,0,0,66,52,16,0,0,0,0,57
"Wyoming","Sheridan",2016,366,333,32,1,0,0,0,110,50,38,0,0,300,34,32
"Wyoming","Sublette",2016,366,297,68,1,0,0,0,102,61,44,0,0,351,15,0
"Wyoming","Sweetwater",2016,366,304,62,0,0,0,0,100,58,44,0,0,327,4,35
"Wyoming","Teton",2016,366,331,35,0,0,0,0,99,50,41,0,0,351,15,0
"Wyoming","Uinta",2016,366,341,25,0,0,0,0,87,49,42,0,0,359,0,7
"Wyoming","Weston",2016,357,316,41,0,0,0,0,80,51,41,0,0,351,6,0
