"HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES","Year","Period","State"
"14,500",2015,"FIRST OF JUL","HAWAII"
"80,000",2015,"FIRST OF JUL","IDAHO"
"14,000",2015,"FIRST OF JUL","ILLINOIS"
"15,000",2015,"FIRST OF JUL","INDIANA"
"29,000",2015,"FIRST OF JUL","IOWA"
"9,000",2015,"FIRST OF JUL","KANSAS"
"10,000",2015,"FIRST OF JUL","KENTUCKY"
"50,000",2015,"FIRST OF JUL","LOUISIANA"
"6,000",2015,"FIRST OF JUL","MAINE"
"7,000",2015,"FIRST OF JUL","MARYLAND"
"7,500",2015,"FIRST OF JUL","MASSACHUSETTS"
"89,000",2015,"FIRST OF JUL","MICHIGAN"
"133,000",2015,"FIRST OF JUL","MINNESOTA"
"23,000",2015,"FIRST OF JUL","MISSISSIPPI"
"14,000",2015,"FIRST OF JUL","MISSOURI"
"140,000",2015,"FIRST OF JUL","MONTANA"
"67,000",2015,"FIRST OF JUL","NEBRASKA"
"18,500",2015,"FIRST OF JUL","NEW JERSEY"
"6,500",2015,"FIRST OF JUL","NEW MEXICO"
"44,000",2015,"FIRST OF JUL","NEW YORK"
"24,000",2015,"FIRST OF JUL","NORTH CAROLINA"
"460,000",2015,"FIRST OF JUL","NORTH DAKOTA"
"23,000",2015,"FIRST OF JUL","OHIO"
"19,500",2015,"FIRST OF JUL","OKLAHOMA"
"68,000",2015,"FIRST OF JUL","OREGON"
"12,180",2015,"FIRST OF JUL","OTHER STATES"
"25,000",2015,"FIRST OF JUL","PENNSYLVANIA"
"12,000",2015,"FIRST OF JUL","SOUTH CAROLINA"
"295,000",2015,"FIRST OF JUL","SOUTH DAKOTA"
"10,000",2015,"FIRST OF JUL","TENNESSEE"
"76,000",2015,"FIRST OF JUL","TEXAS"
"31,000",2015,"FIRST OF JUL","UTAH"
"6,000",2015,"FIRST OF JUL","VERMONT"
"8,000",2015,"FIRST OF JUL","VIRGINIA"
"84,000",2015,"FIRST OF JUL","WASHINGTON"
"7,000",2015,"FIRST OF JUL","WEST VIRGINIA"
"60,000",2015,"FIRST OF JUL","WISCONSIN"
"29,000",2015,"FIRST OF JUL","WYOMING"
"8,000",2015,"FIRST OF OCT","ALABAMA"
"36,000",2015,"FIRST OF OCT","ARIZONA"
"23,000",2015,"FIRST OF OCT","ARKANSAS"
"750,000",2015,"FIRST OF OCT","CALIFORNIA"
"24,000",2015,"FIRST OF OCT","COLORADO"
"3,200",2015,"FIRST OF OCT","CONNECTICUT"
"220,000",2015,"FIRST OF OCT","FLORIDA"
"110,000",2015,"FIRST OF OCT","GEORGIA"
"13,000",2015,"FIRST OF OCT","HAWAII"
"121,000",2015,"FIRST OF OCT","IDAHO"
"14,000",2015,"FIRST OF OCT","ILLINOIS"
"11,500",2015,"FIRST OF OCT","INDIANA"
"35,000",2015,"FIRST OF OCT","IOWA"
"8,500",2015,"FIRST OF OCT","KANSAS"
"8,500",2015,"FIRST OF OCT","KENTUCKY"
"55,000",2015,"FIRST OF OCT","LOUISIANA"
"4,700",2015,"FIRST OF OCT","MAINE"
"7,500",2015,"FIRST OF OCT","MARYLAND"
"4,500",2015,"FIRST OF OCT","MASSACHUSETTS"
"67,000",2015,"FIRST OF OCT","MICHIGAN"
"104,000",2015,"FIRST OF OCT","MINNESOTA"
"31,000",2015,"FIRST OF OCT","MISSISSIPPI"
"13,500",2015,"FIRST OF OCT","MISSOURI"
"116,000",2015,"FIRST OF OCT","MONTANA"
"72,000",2015,"FIRST OF OCT","NEBRASKA"
"8,000",2015,"FIRST OF OCT","NEW JERSEY"
"6,000",2015,"FIRST OF OCT","NEW MEXICO"
"45,000",2015,"FIRST OF OCT","NEW YORK"
"22,000",2015,"FIRST OF OCT","NORTH CAROLINA"
"230,000",2015,"FIRST OF OCT","NORTH DAKOTA"
"19,000",2015,"FIRST OF OCT","OHIO"
"5,000",2015,"FIRST OF OCT","OKLAHOMA"
"100,000",2015,"FIRST OF OCT","OREGON"
"11,360",2015,"FIRST OF OCT","OTHER STATES"
"22,000",2015,"FIRST OF OCT","PENNSYLVANIA"
"10,000",2015,"FIRST OF OCT","SOUTH CAROLINA"
"194,000",2015,"FIRST OF OCT","SOUTH DAKOTA"
"8,500",2015,"FIRST OF OCT","TENNESSEE"
"125,000",2015,"FIRST OF OCT","TEXAS"
"28,000",2015,"FIRST OF OCT","UTAH"
"6,500",2015,"FIRST OF OCT","VERMONT"
"7,500",2015,"FIRST OF OCT","VIRGINIA"
"87,000",2015,"FIRST OF OCT","WASHINGTON"
"7,000",2015,"FIRST OF OCT","WEST VIRGINIA"
"48,000",2015,"FIRST OF OCT","WISCONSIN"
"24,000",2015,"FIRST OF OCT","WYOMING"
"7,000",2015,"MARKETING YEAR","ALABAMA"
"26,000",2015,"MARKETING YEAR","ARIZONA"
"24,000",2015,"MARKETING YEAR","ARKANSAS"
"275,000",2015,"MARKETING YEAR","CALIFORNIA"
"29,000",2015,"MARKETING YEAR","COLORADO"
"220,000",2015,"MARKETING YEAR","FLORIDA"
"69,000",2015,"MARKETING YEAR","GEORGIA"
"16,000",2015,"MARKETING YEAR","HAWAII"
"89,000",2015,"MARKETING YEAR","IDAHO"
"8,000",2015,"MARKETING YEAR","ILLINOIS"
"6,000",2015,"MARKETING YEAR","INDIANA"
"36,000",2015,"MARKETING YEAR","IOWA"
"8,000",2015,"MARKETING YEAR","KANSAS"
"5,000",2015,"MARKETING YEAR","KENTUCKY"
"44,000",2015,"MARKETING YEAR","LOUISIANA"
"10,000",2015,"MARKETING YEAR","MAINE"
"90,000",2015,"MARKETING YEAR","MICHIGAN"
"122,000",2015,"MARKETING YEAR","MINNESOTA"
"15,000",2015,"MARKETING YEAR","MISSISSIPPI"
"10,000",2015,"MARKETING YEAR","MISSOURI"
"146,000",2015,"MARKETING YEAR","MONTANA"
"57,000",2015,"MARKETING YEAR","NEBRASKA"
"12,000",2015,"MARKETING YEAR","NEW JERSEY"
"58,000",2015,"MARKETING YEAR","NEW YORK"
"12,000",2015,"MARKETING YEAR","NORTH CAROLINA"
"490,000",2015,"MARKETING YEAR","NORTH DAKOTA"
"17,000",2015,"MARKETING YEAR","OHIO"
"71,000",2015,"MARKETING YEAR","OREGON"
"30,000",2015,"MARKETING YEAR","OTHER STATES"
"17,000",2015,"MARKETING YEAR","PENNSYLVANIA"
"14,000",2015,"MARKETING YEAR","SOUTH CAROLINA"
"290,000",2015,"MARKETING YEAR","SOUTH DAKOTA"
"7,000",2015,"MARKETING YEAR","TENNESSEE"
"126,000",2015,"MARKETING YEAR","TEXAS"
"27,000",2015,"MARKETING YEAR","UTAH"
"5,000",2015,"MARKETING YEAR","VERMONT"
"5,000",2015,"MARKETING YEAR","VIRGINIA"
"73,000",2015,"MARKETING YEAR","WASHINGTON"
"5,000",2015,"MARKETING YEAR","WEST VIRGINIA"
"52,000",2015,"MARKETING YEAR","WISCONSIN"
"38,000",2015,"MARKETING YEAR","WYOMING"
"7,000",2014,"MARKETING YEAR","ALABAMA"
"26,000",2014,"MARKETING YEAR","ARIZONA"
"21,000",2014,"MARKETING YEAR","ARKANSAS"
"320,000",2014,"MARKETING YEAR","CALIFORNIA"
"27,000",2014,"MARKETING YEAR","COLORADO"
"245,000",2014,"MARKETING YEAR","FLORIDA"
"73,000",2014,"MARKETING YEAR","GEORGIA"
"15,000",2014,"MARKETING YEAR","HAWAII"
"100,000",2014,"MARKETING YEAR","IDAHO"
"8,000",2014,"MARKETING YEAR","ILLINOIS"
"5,000",2014,"MARKETING YEAR","INDIANA"
"35,000",2014,"MARKETING YEAR","IOWA"
"7,000",2014,"MARKETING YEAR","KANSAS"
"5,000",2014,"MARKETING YEAR","KENTUCKY"
"48,000",2014,"MARKETING YEAR","LOUISIANA"
"8,000",2014,"MARKETING YEAR","MAINE"
"91,000",2014,"MARKETING YEAR","MICHIGAN"
"132,000",2014,"MARKETING YEAR","MINNESOTA"
"20,000",2014,"MARKETING YEAR","MISSISSIPPI"
"12,000",2014,"MARKETING YEAR","MISSOURI"
"162,000",2014,"MARKETING YEAR","MONTANA"
"50,000",2014,"MARKETING YEAR","NEBRASKA"
"12,000",2014,"MARKETING YEAR","NEW JERSEY"
"60,000",2014,"MARKETING YEAR","NEW YORK"
"12,000",2014,"MARKETING YEAR","NORTH CAROLINA"
"490,000",2014,"MARKETING YEAR","NORTH DAKOTA"
"15,000",2014,"MARKETING YEAR","OHIO"
"71,000",2014,"MARKETING YEAR","OREGON"
"31,000",2014,"MARKETING YEAR","OTHER STATES"
"17,000",2014,"MARKETING YEAR","PENNSYLVANIA"
"9,000",2014,"MARKETING YEAR","SOUTH CAROLINA"
"280,000",2014,"MARKETING YEAR","SOUTH DAKOTA"
"7,000",2014,"MARKETING YEAR","TENNESSEE"
"116,000",2014,"MARKETING YEAR","TEXAS"
"29,000",2014,"MARKETING YEAR","UTAH"
"4,000",2014,"MARKETING YEAR","VERMONT"
"6,000",2014,"MARKETING YEAR","VIRGINIA"
"68,000",2014,"MARKETING YEAR","WASHINGTON"
"6,000",2014,"MARKETING YEAR","WEST VIRGINIA"
"53,000",2014,"MARKETING YEAR","WISCONSIN"
"38,000",2014,"MARKETING YEAR","WYOMING"
"7,000",2013,"MARKETING YEAR","ALABAMA"
"29,000",2013,"MARKETING YEAR","ARIZONA"
"22,000",2013,"MARKETING YEAR","ARKANSAS"
"330,000",2013,"MARKETING YEAR","CALIFORNIA"
"26,000",2013,"MARKETING YEAR","COLORADO"
"220,000",2013,"MARKETING YEAR","FLORIDA"
"67,000",2013,"MARKETING YEAR","GEORGIA"
"13,000",2013,"MARKETING YEAR","HAWAII"
"83,000",2013,"MARKETING YEAR","IDAHO"
"7,000",2013,"MARKETING YEAR","ILLINOIS"
"6,000",2013,"MARKETING YEAR","INDIANA"
"39,000",2013,"MARKETING YEAR","IOWA"
"6,000",2013,"MARKETING YEAR","KANSAS"
"3,000",2013,"MARKETING YEAR","KENTUCKY"
"50,000",2013,"MARKETING YEAR","LOUISIANA"
"7,000",2013,"MARKETING YEAR","MAINE"
"85,000",2013,"MARKETING YEAR","MICHIGAN"
"130,000",2013,"MARKETING YEAR","MINNESOTA"
"17,000",2013,"MARKETING YEAR","MISSISSIPPI"
"10,000",2013,"MARKETING YEAR","MISSOURI"
"159,000",2013,"MARKETING YEAR","MONTANA"
"46,000",2013,"MARKETING YEAR","NEBRASKA"
"11,000",2013,"MARKETING YEAR","NEW JERSEY"
"55,000",2013,"MARKETING YEAR","NEW YORK"
"10,000",2013,"MARKETING YEAR","NORTH CAROLINA"
"480,000",2013,"MARKETING YEAR","NORTH DAKOTA"
"17,000",2013,"MARKETING YEAR","OHIO"
"62,000",2013,"MARKETING YEAR","OREGON"
"33,000",2013,"MARKETING YEAR","OTHER STATES"
"13,000",2013,"MARKETING YEAR","PENNSYLVANIA"
"265,000",2013,"MARKETING YEAR","SOUTH DAKOTA"
"7,000",2013,"MARKETING YEAR","TENNESSEE"
"106,000",2013,"MARKETING YEAR","TEXAS"
"30,000",2013,"MARKETING YEAR","UTAH"
"4,000",2013,"MARKETING YEAR","VERMONT"
"5,000",2013,"MARKETING YEAR","VIRGINIA"
"69,000",2013,"MARKETING YEAR","WASHINGTON"
"6,000",2013,"MARKETING YEAR","WEST VIRGINIA"
"59,000",2013,"MARKETING YEAR","WISCONSIN"
"47,000",2013,"MARKETING YEAR","WYOMING"
"8,000",2012,"MARKETING YEAR","ALABAMA"
"22,000",2012,"MARKETING YEAR","ARIZONA"
"25,000",2012,"MARKETING YEAR","ARKANSAS"
"330,000",2012,"MARKETING YEAR","CALIFORNIA"
"25,000",2012,"MARKETING YEAR","COLORADO"
"193,000",2012,"MARKETING YEAR","FLORIDA"
"59,000",2012,"MARKETING YEAR","GEORGIA"
"10,000",2012,"MARKETING YEAR","HAWAII"
"92,000",2012,"MARKETING YEAR","IDAHO"
"7,000",2012,"MARKETING YEAR","ILLINOIS"
"8,000",2012,"MARKETING YEAR","INDIANA"
"37,000",2012,"MARKETING YEAR","IOWA"
"6,000",2012,"MARKETING YEAR","KANSAS"
"5,000",2012,"MARKETING YEAR","KENTUCKY"
"41,000",2012,"MARKETING YEAR","LOUISIANA"
"4,000",2012,"MARKETING YEAR","MAINE"
"73,000",2012,"MARKETING YEAR","MICHIGAN"
"125,000",2012,"MARKETING YEAR","MINNESOTA"
"18,000",2012,"MARKETING YEAR","MISSISSIPPI"
"7,000",2012,"MARKETING YEAR","MISSOURI"
"145,000",2012,"MARKETING YEAR","MONTANA"
"43,000",2012,"MARKETING YEAR","NEBRASKA"
"14,000",2012,"MARKETING YEAR","NEW JERSEY"
"5,000",2012,"MARKETING YEAR","NEW MEXICO"
"51,000",2012,"MARKETING YEAR","NEW YORK"
"13,000",2012,"MARKETING YEAR","NORTH CAROLINA"
"480,000",2012,"MARKETING YEAR","NORTH DAKOTA"
"18,000",2012,"MARKETING YEAR","OHIO"
"60,000",2012,"MARKETING YEAR","OREGON"
"30,000",2012,"MARKETING YEAR","OTHER STATES"
"16,000",2012,"MARKETING YEAR","PENNSYLVANIA"
"260,000",2012,"MARKETING YEAR","SOUTH DAKOTA"
"6,000",2012,"MARKETING YEAR","TENNESSEE"
"92,000",2012,"MARKETING YEAR","TEXAS"
"25,000",2012,"MARKETING YEAR","UTAH"
"4,000",2012,"MARKETING YEAR","VERMONT"
"4,000",2012,"MARKETING YEAR","VIRGINIA"
"62,000",2012,"MARKETING YEAR","WASHINGTON"
"6,000",2012,"MARKETING YEAR","WEST VIRGINIA"
"60,000",2012,"MARKETING YEAR","WISCONSIN"
"50,000",2012,"MARKETING YEAR","WYOMING"
"9,000",2011,"MARKETING YEAR","ALABAMA"
"23,000",2011,"MARKETING YEAR","ARIZONA"
"22,000",2011,"MARKETING YEAR","ARKANSAS"
"370,000",2011,"MARKETING YEAR","CALIFORNIA"
"31,000",2011,"MARKETING YEAR","COLORADO"
"180,000",2011,"MARKETING YEAR","FLORIDA"
"65,000",2011,"MARKETING YEAR","GEORGIA"
"9,000",2011,"MARKETING YEAR","HAWAII"
"87,000",2011,"MARKETING YEAR","IDAHO"
"7,000",2011,"MARKETING YEAR","ILLINOIS"
"8,000",2011,"MARKETING YEAR","INDIANA"
"25,000",2011,"MARKETING YEAR","IOWA"
"7,000",2011,"MARKETING YEAR","KANSAS"
"4,000",2011,"MARKETING YEAR","KENTUCKY"
"36,000",2011,"MARKETING YEAR","LOUISIANA"
"4,000",2011,"MARKETING YEAR","MAINE"
"74,000",2011,"MARKETING YEAR","MICHIGAN"
"120,000",2011,"MARKETING YEAR","MINNESOTA"
"18,000",2011,"MARKETING YEAR","MISSISSIPPI"
"8,000",2011,"MARKETING YEAR","MISSOURI"
"145,000",2011,"MARKETING YEAR","MONTANA"
"41,000",2011,"MARKETING YEAR","NEBRASKA"
"11,000",2011,"MARKETING YEAR","NEW JERSEY"
"7,000",2011,"MARKETING YEAR","NEW MEXICO"
"49,000",2011,"MARKETING YEAR","NEW YORK"
"14,000",2011,"MARKETING YEAR","NORTH CAROLINA"
"460,000",2011,"MARKETING YEAR","NORTH DAKOTA"
"15,000",2011,"MARKETING YEAR","OHIO"
"60,000",2011,"MARKETING YEAR","OREGON"
"25,000",2011,"MARKETING YEAR","OTHER STATES"
"24,000",2011,"MARKETING YEAR","PENNSYLVANIA"
"250,000",2011,"MARKETING YEAR","SOUTH DAKOTA"
"7,000",2011,"MARKETING YEAR","TENNESSEE"
"78,000",2011,"MARKETING YEAR","TEXAS"
"23,000",2011,"MARKETING YEAR","UTAH"
"4,000",2011,"MARKETING YEAR","VERMONT"
"4,000",2011,"MARKETING YEAR","VIRGINIA"
"71,000",2011,"MARKETING YEAR","WASHINGTON"
"4,000",2011,"MARKETING YEAR","WEST VIRGINIA"
"57,000",2011,"MARKETING YEAR","WISCONSIN"
"35,000",2011,"MARKETING YEAR","WYOMING"
"9,000",2010,"MARKETING YEAR","ALABAMA"
"24,000",2010,"MARKETING YEAR","ARIZONA"
"25,000",2010,"MARKETING YEAR","ARKANSAS"
"410,000",2010,"MARKETING YEAR","CALIFORNIA"
"34,000",2010,"MARKETING YEAR","COLORADO"
"200,000",2010,"MARKETING YEAR","FLORIDA"
"55,000",2010,"MARKETING YEAR","GEORGIA"
"10,000",2010,"MARKETING YEAR","HAWAII"
"97,000",2010,"MARKETING YEAR","IDAHO"
"9,000",2010,"MARKETING YEAR","ILLINOIS"
"10,000",2010,"MARKETING YEAR","INDIANA"
"27,000",2010,"MARKETING YEAR","IOWA"
"9,000",2010,"MARKETING YEAR","KANSAS"
"5,000",2010,"MARKETING YEAR","KENTUCKY"
"36,000",2010,"MARKETING YEAR","LOUISIANA"
"5,000",2010,"MARKETING YEAR","MAINE"
"71,000",2010,"MARKETING YEAR","MICHIGAN"
"128,000",2010,"MARKETING YEAR","MINNESOTA"
"16,000",2010,"MARKETING YEAR","MISSISSIPPI"
"11,000",2010,"MARKETING YEAR","MISSOURI"
"157,000",2010,"MARKETING YEAR","MONTANA"
"41,000",2010,"MARKETING YEAR","NEBRASKA"
"13,000",2010,"MARKETING YEAR","NEW JERSEY"
"7,000",2010,"MARKETING YEAR","NEW MEXICO"
"45,000",2010,"MARKETING YEAR","NEW YORK"
"13,000",2010,"MARKETING YEAR","NORTH CAROLINA"
"510,000",2010,"MARKETING YEAR","NORTH DAKOTA"
"18,000",2010,"MARKETING YEAR","OHIO"
"59,000",2010,"MARKETING YEAR","OREGON"
"26,000",2010,"MARKETING YEAR","OTHER STATES"
"30,000",2010,"MARKETING YEAR","PENNSYLVANIA"
"265,000",2010,"MARKETING YEAR","SOUTH DAKOTA"
"8,000",2010,"MARKETING YEAR","TENNESSEE"
"100,000",2010,"MARKETING YEAR","TEXAS"
"26,000",2010,"MARKETING YEAR","UTAH"
"4,000",2010,"MARKETING YEAR","VERMONT"
"5,000",2010,"MARKETING YEAR","VIRGINIA"
"71,000",2010,"MARKETING YEAR","WASHINGTON"
"5,000",2010,"MARKETING YEAR","WEST VIRGINIA"
"64,000",2010,"MARKETING YEAR","WISCONSIN"
"34,000",2010,"MARKETING YEAR","WYOMING"
"9,000",2009,"MARKETING YEAR","ALABAMA"
"20,000",2009,"MARKETING YEAR","ARIZONA"
"24,000",2009,"MARKETING YEAR","ARKANSAS"
"355,000",2009,"MARKETING YEAR","CALIFORNIA"
"28,000",2009,"MARKETING YEAR","COLORADO"
"170,000",2009,"MARKETING YEAR","FLORIDA"
"65,000",2009,"MARKETING YEAR","GEORGIA"
"10,000",2009,"MARKETING YEAR","HAWAII"
"103,000",2009,"MARKETING YEAR","IDAHO"
"8,000",2009,"MARKETING YEAR","ILLINOIS"
"9,000",2009,"MARKETING YEAR","INDIANA"
"26,000",2009,"MARKETING YEAR","IOWA"
"9,000",2009,"MARKETING YEAR","KANSAS"
"5,000",2009,"MARKETING YEAR","KENTUCKY"
"37,000",2009,"MARKETING YEAR","LOUISIANA"
"6,000",2009,"MARKETING YEAR","MAINE"
"66,000",2009,"MARKETING YEAR","MICHIGAN"
"122,000",2009,"MARKETING YEAR","MINNESOTA"
"14,000",2009,"MARKETING YEAR","MISSISSIPPI"
"11,000",2009,"MARKETING YEAR","MISSOURI"
"146,000",2009,"MARKETING YEAR","MONTANA"
"48,000",2009,"MARKETING YEAR","NEBRASKA"
"11,000",2009,"MARKETING YEAR","NEW JERSEY"
"7,000",2009,"MARKETING YEAR","NEW MEXICO"
"45,000",2009,"MARKETING YEAR","NEW YORK"
"11,000",2009,"MARKETING YEAR","NORTH CAROLINA"
"450,000",2009,"MARKETING YEAR","NORTH DAKOTA"
"11,000",2009,"MARKETING YEAR","OHIO"
"55,000",2009,"MARKETING YEAR","OREGON"
"26,000",2009,"MARKETING YEAR","OTHER STATES"
"21,000",2009,"MARKETING YEAR","PENNSYLVANIA"
"270,000",2009,"MARKETING YEAR","SOUTH DAKOTA"
"7,000",2009,"MARKETING YEAR","TENNESSEE"
"89,000",2009,"MARKETING YEAR","TEXAS"
"26,000",2009,"MARKETING YEAR","UTAH"
"5,000",2009,"MARKETING YEAR","VERMONT"
"6,000",2009,"MARKETING YEAR","VIRGINIA"
"62,000",2009,"MARKETING YEAR","WASHINGTON"
"5,000",2009,"MARKETING YEAR","WEST VIRGINIA"
"63,000",2009,"MARKETING YEAR","WISCONSIN"
"37,000",2009,"MARKETING YEAR","WYOMING"
"9,000",2008,"MARKETING YEAR","ALABAMA"
"25,000",2008,"MARKETING YEAR","ARIZONA"
"28,000",2008,"MARKETING YEAR","ARKANSAS"
"360,000",2008,"MARKETING YEAR","CALIFORNIA"
"27,000",2008,"MARKETING YEAR","COLORADO"
"150,000",2008,"MARKETING YEAR","FLORIDA"
"65,000",2008,"MARKETING YEAR","GEORGIA"
"10,000",2008,"MARKETING YEAR","HAWAII"
"90,000",2008,"MARKETING YEAR","IDAHO"
"8,000",2008,"MARKETING YEAR","ILLINOIS"
"7,000",2008,"MARKETING YEAR","INDIANA"
"24,000",2008,"MARKETING YEAR","IOWA"
"10,000",2008,"MARKETING YEAR","KANSAS"
"4,000",2008,"MARKETING YEAR","KENTUCKY"
"40,000",2008,"MARKETING YEAR","LOUISIANA"
"7,000",2008,"MARKETING YEAR","MAINE"
"71,000",2008,"MARKETING YEAR","MICHIGAN"
"122,000",2008,"MARKETING YEAR","MINNESOTA"
"14,000",2008,"MARKETING YEAR","MISSISSIPPI"
"11,000",2008,"MARKETING YEAR","MISSOURI"
"134,000",2008,"MARKETING YEAR","MONTANA"
"36,000",2008,"MARKETING YEAR","NEBRASKA"
"10,000",2008,"MARKETING YEAR","NEVADA"
"9,000",2008,"MARKETING YEAR","NEW JERSEY"
"6,000",2008,"MARKETING YEAR","NEW MEXICO"
"50,000",2008,"MARKETING YEAR","NEW YORK"
"12,000",2008,"MARKETING YEAR","NORTH CAROLINA"
"400,000",2008,"MARKETING YEAR","NORTH DAKOTA"
"14,000",2008,"MARKETING YEAR","OHIO"
"50,000",2008,"MARKETING YEAR","OREGON"
"16,000",2008,"MARKETING YEAR","OTHER STATES"
"23,000",2008,"MARKETING YEAR","PENNSYLVANIA"
"225,000",2008,"MARKETING YEAR","SOUTH DAKOTA"
"7,000",2008,"MARKETING YEAR","TENNESSEE"
"77,000",2008,"MARKETING YEAR","TEXAS"
"28,000",2008,"MARKETING YEAR","UTAH"
"5,000",2008,"MARKETING YEAR","VERMONT"
"6,000",2008,"MARKETING YEAR","VIRGINIA"
"49,000",2008,"MARKETING YEAR","WASHINGTON"
"6,000",2008,"MARKETING YEAR","WEST VIRGINIA"
"58,000",2008,"MARKETING YEAR","WISCONSIN"
"39,000",2008,"MARKETING YEAR","WYOMING"
"11,000",2007,"MARKETING YEAR","ALABAMA"
"30,000",2007,"MARKETING YEAR","ARIZONA"
"28,000",2007,"MARKETING YEAR","ARKANSAS"
"340,000",2007,"MARKETING YEAR","CALIFORNIA"
"31,000",2007,"MARKETING YEAR","COLORADO"
"160,000",2007,"MARKETING YEAR","FLORIDA"
"60,000",2007,"MARKETING YEAR","GEORGIA"
"10,000",2007,"MARKETING YEAR","HAWAII"
"92,000",2007,"MARKETING YEAR","IDAHO"
"9,000",2007,"MARKETING YEAR","ILLINOIS"
"8,000",2007,"MARKETING YEAR","INDIANA"
"26,000",2007,"MARKETING YEAR","IOWA"
"14,000",2007,"MARKETING YEAR","KANSAS"
"4,000",2007,"MARKETING YEAR","KENTUCKY"
"29,000",2007,"MARKETING YEAR","LOUISIANA"
"9,000",2007,"MARKETING YEAR","MAINE"
"72,000",2007,"MARKETING YEAR","MICHIGAN"
"130,000",2007,"MARKETING YEAR","MINNESOTA"
"15,000",2007,"MARKETING YEAR","MISSISSIPPI"
"14,000",2007,"MARKETING YEAR","MISSOURI"
"135,000",2007,"MARKETING YEAR","MONTANA"
"45,000",2007,"MARKETING YEAR","NEBRASKA"
"10,000",2007,"MARKETING YEAR","NEVADA"
"9,000",2007,"MARKETING YEAR","NEW JERSEY"
"6,000",2007,"MARKETING YEAR","NEW MEXICO"
"53,000",2007,"MARKETING YEAR","NEW YORK"
"12,000",2007,"MARKETING YEAR","NORTH CAROLINA"
"420,000",2007,"MARKETING YEAR","NORTH DAKOTA"
"14,000",2007,"MARKETING YEAR","OHIO"
"46,000",2007,"MARKETING YEAR","OREGON"
"15,000",2007,"MARKETING YEAR","OTHER STATES"
"25,000",2007,"MARKETING YEAR","PENNSYLVANIA"
"255,000",2007,"MARKETING YEAR","SOUTH DAKOTA"
"7,000",2007,"MARKETING YEAR","TENNESSEE"
"105,000",2007,"MARKETING YEAR","TEXAS"
"28,000",2007,"MARKETING YEAR","UTAH"
"5,000",2007,"MARKETING YEAR","VERMONT"
"6,000",2007,"MARKETING YEAR","VIRGINIA"
"46,000",2007,"MARKETING YEAR","WASHINGTON"
"6,000",2007,"MARKETING YEAR","WEST VIRGINIA"
"60,000",2007,"MARKETING YEAR","WISCONSIN"
"43,000",2007,"MARKETING YEAR","WYOMING"
"11,000",2006,"MARKETING YEAR","ALABAMA"
"30,000",2006,"MARKETING YEAR","ARIZONA"
"32,000",2006,"MARKETING YEAR","ARKANSAS"
"380,000",2006,"MARKETING YEAR","CALIFORNIA"
"36,000",2006,"MARKETING YEAR","COLORADO"
"170,000",2006,"MARKETING YEAR","FLORIDA"
"63,000",2006,"MARKETING YEAR","GEORGIA"
"10,000",2006,"MARKETING YEAR","HAWAII"
"95,000",2006,"MARKETING YEAR","IDAHO"
"10,000",2006,"MARKETING YEAR","ILLINOIS"
"7,000",2006,"MARKETING YEAR","INDIANA"
"26,000",2006,"MARKETING YEAR","IOWA"
"14,000",2006,"MARKETING YEAR","KANSAS"
"5,000",2006,"MARKETING YEAR","KENTUCKY"
"30,000",2006,"MARKETING YEAR","LOUISIANA"
"11,000",2006,"MARKETING YEAR","MAINE"
"72,000",2006,"MARKETING YEAR","MICHIGAN"
"125,000",2006,"MARKETING YEAR","MINNESOTA"
"14,000",2006,"MARKETING YEAR","MISSISSIPPI"
"15,000",2006,"MARKETING YEAR","MISSOURI"
"132,000",2006,"MARKETING YEAR","MONTANA"
"47,000",2006,"MARKETING YEAR","NEBRASKA"
"9,000",2006,"MARKETING YEAR","NEVADA"
"9,000",2006,"MARKETING YEAR","NEW JERSEY"
"7,000",2006,"MARKETING YEAR","NEW MEXICO"
"58,000",2006,"MARKETING YEAR","NEW YORK"
"10,000",2006,"MARKETING YEAR","NORTH CAROLINA"
"350,000",2006,"MARKETING YEAR","NORTH DAKOTA"
"14,000",2006,"MARKETING YEAR","OHIO"
"46,000",2006,"MARKETING YEAR","OREGON"
"16,000",2006,"MARKETING YEAR","OTHER STATES"
"28,000",2006,"MARKETING YEAR","PENNSYLVANIA"
"225,000",2006,"MARKETING YEAR","SOUTH DAKOTA"
"7,000",2006,"MARKETING YEAR","TENNESSEE"
"82,000",2006,"MARKETING YEAR","TEXAS"
"26,000",2006,"MARKETING YEAR","UTAH"
"6,000",2006,"MARKETING YEAR","VERMONT"
"8,000",2006,"MARKETING YEAR","VIRGINIA"
"49,000",2006,"MARKETING YEAR","WASHINGTON"
"6,000",2006,"MARKETING YEAR","WEST VIRGINIA"
"64,000",2006,"MARKETING YEAR","WISCONSIN"
"39,000",2006,"MARKETING YEAR","WYOMING"
"13,000",2005,"MARKETING YEAR","ALABAMA"
"36,000",2005,"MARKETING YEAR","ARIZONA"
"36,000",2005,"MARKETING YEAR","ARKANSAS"
"400,000",2005,"MARKETING YEAR","CALIFORNIA"
"28,000",2005,"MARKETING YEAR","COLORADO"
"160,000",2005,"MARKETING YEAR","FLORIDA"
"59,000",2005,"MARKETING YEAR","GEORGIA"
"9,000",2005,"MARKETING YEAR","HAWAII"
"95,000",2005,"MARKETING YEAR","IDAHO"
