Column name as written in R Script,Full State name,State abbreviation,Survey Year,Season,"Method of tallying multi-states operations (included in all states, excluded from all states, exlusively multi-states)",Number of valid respondents,Bootstrap replication,Bootstrap method,Bootstrap estimate of the Total Loss (weigthed average),Boostrap-based 95% confidence interval(low) of the weighted average loss,Boostrap-based 95% confidence interval(high) of the weighted average loss,Bootstrap estimate of the Average Loss (unweigthed average),Boostrap-based 95% confidence interval(low) of the unweighted average loss,Boostrap-based 95% confidence interval(high) of the unweighted average loss,Total Loss (weigthed average),glm-based 95% confidence interval(low) of the weighted average loss,glm-based 95% confidence interval(high) of the weighted average loss,Average Loss (unweigthed average),standard deviation of operational losses,standard error of the unweithed average estimate,glm-based 95% confidence interval(low) of the unweighted average loss,glm-based 95% confidence interval(high) of the unweighted average loss,Total number of colonies at the start of the season,"Total number of colonies ""at risk"" (colonies at the start, new colonies added, without colonies sold or given away)",Total number of colonies lost during the season,Total number of colonies alive at the end of the season,Percentage of beekeepers exlusive to the state,Percentage of colonies exclusive to the state
TF_States_PA,Pennsylvania,PA,2017,Annual,MSO out,567,1000,n-out-of-n,58.95630369,54.45457344,63.24336623,62.11733034,59.19763726,65.02585573,59.06119028,56.61481448,61.47803106,62.18100389,35.18440142,1.477605971,59.28489619,65.07711159,3275,5965,3523,2442,100,100
TF_States_RI,Rhode Island,RI,2017,Annual,MSO out,12,1000,n-out-of-n,53.22188286,36.53017241,72.72727273,56.6552381,36.24305556,76.66765873,52.17391304,33.58728273,70.35692059,55.99206349,37.6661212,10.87327261,34.68044918,77.3036778,28,46,24,22,100,100
TF_States_SC,South Carolina,SC,2017,Annual,MSO out,50,1000,n-out-of-n,37.41708565,30.65515454,45.26637493,39.22135072,30.19439561,48.48125243,37.37166324,31.1243808,43.91401933,39.3258291,33.00647658,4.667820683,30.17690056,48.47475764,316,487,182,305,100,100
TF_States_SD,South Dakota,SD,2017,Annual,MSO out,6,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],81,142,[R],[R],100,100
TF_States_TN,Tennessee,TN,2017,Annual,MSO out,57,1000,n-out-of-n,48.41206852,34.83069793,65.53119788,39.13470335,32.25832507,46.60601591,49.04086739,41.80644676,56.30227487,39.11155929,28.84982895,3.821253194,31.62190303,46.60121555,713,1199,588,611,100,100
TF_States_TX,Texas,TX,2017,Annual,MSO out,126,1000,n-out-of-n,30.43072246,24.30260015,44.17574942,25.23451433,20.51681627,30.01243406,27.66513057,24.9660942,30.47713788,25.29799651,27.65302407,2.463527185,20.46948323,30.1265098,3806,6510,1801,4709,100,100
TF_States_UT,Utah,UT,2017,Annual,MSO out,162,1000,n-out-of-n,55.69111645,42.67419732,68.86464703,66.41210887,60.47555123,71.7657677,54.705365,49.58301466,59.76203903,66.33526726,37.44251047,2.941761451,60.56941481,72.1011197,610,1137,622,515,100,100
TF_States_VT,Vermont,VT,2017,Annual,MSO out,40,1000,n-out-of-n,46.95987046,40.30810964,60.36136676,59.18527187,48.71004172,69.39657087,45.57124519,40.48869849,50.71615359,59.35621744,35.09469979,5.548959257,48.4802573,70.23217759,975,1558,710,848,100,100
TF_States_VA,Virginia,VA,2017,Annual,MSO out,360,1000,n-out-of-n,43.07489964,37.06518913,49.04667355,42.45202516,39.18141899,46.09276873,42.98128342,39.86332508,46.13681372,42.46802461,34.55305646,1.821105975,38.8986569,46.03739232,1783,2992,1286,1706,100,100
TF_States_WA,Washington,WA,2017,Annual,MSO out,80,1000,n-out-of-n,49.82434065,40.08886183,61.22501503,53.81596651,45.86745618,62.27606715,48.64864865,41.94493873,55.38502959,53.79735559,38.37893852,4.290895771,45.38719988,62.20751131,510,925,450,475,100,100
TF_States_WV,West Virginia,WV,2017,Annual,MSO out,49,1000,n-out-of-n,27.88551515,18.942625,37.33798345,32.84537894,25.311904,40.81507532,27.68691589,21.55723802,34.43394165,32.7464086,29.12440863,4.160629804,24.59157418,40.90124301,501,856,237,619,100,100
TF_States_WI,Wisconsin,WI,2017,Annual,MSO out,93,1000,n-out-of-n,60.63560019,47.61889538,72.26580253,62.0713037,55.58154117,68.39067564,60.30664395,55.44436003,65.03671109,62.12490862,33.09138107,3.431416368,55.39933254,68.8504847,1360,2348,1416,932,100,100
TF_States_WY,Wyoming,WY,2017,Annual,MSO out,14,1000,n-out-of-n,45.96644091,30.29788173,61.83517259,45.89065584,29.74391968,63.6730455,46.08695652,32.88994818,59.66582645,46.21570423,33.30730452,8.90175157,28.76827115,63.66313731,70,115,53,62,100,100
TF_States_NCUSA,Non Continental USA,NCUSA,2017,Annual,MSO out,11,1000,n-out-of-n,26.02258479,10.96637103,50,24.02772727,6.363636364,44.80844156,25.58139535,11.6284863,44.12070828,23.99350649,34.53363422,10.41228249,3.58543282,44.40158017,76,86,22,64,100,100
MultiState,MultiStates,MSO,2017,Annual,MSO out,126,1000,n-out-of-n,31.9696448,23.87613239,40.42982093,44.75030533,40.1979714,49.41873651,31.77126288,28.31777301,35.36395079,44.78569204,26.34537779,2.347032796,40.18550776,49.38587632,215518,345567,109791,235776,0,0
TF_States_AL,Alabama,AL,2017,Summer,MSO out,43,1000,n-out-of-n,16.19000307,9.432395533,24.02780215,23.7529485,16.2349163,31.92080546,15.69343066,10.44792468,22.11291919,23.69155807,27.06784002,4.127806906,15.60105653,31.7820596,400,548,86,462,100,100
TF_States_AK,Alaska,AK,2017,Summer,MSO out,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_AZ,Arizona,AZ,2017,Summer,MSO out,9,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],46,63,[R],[R],100,100
TF_States_AR,Arkansas,AR,2017,Summer,MSO out,32,1000,n-out-of-n,28.52303668,18.44986739,35.70501607,20.37841227,12.80572257,27.8238702,28.82653061,22.25293221,36.05760744,20.34935648,23.03877228,4.072718027,12.36682914,28.33188381,317,392,113,279,100,100
TF_States_CA,California,CA,2017,Summer,MSO out,109,1000,n-out-of-n,15.86724961,9.660626196,23.89632152,16.82691579,12.10643433,21.61564563,15.13066337,13.22231499,17.1807287,16.85704492,25.55581639,2.447803268,12.05935051,21.65473932,49822,64670,9785,54885,100,100
TF_States_CO,Colorado,CO,2017,Summer,MSO out,90,1000,n-out-of-n,21.73167798,12.92089525,30.43566345,15.16233601,10.30708229,20.63392086,22.03125,17.15727356,27.48452707,15.20221459,25.67321844,2.706194838,9.89807271,20.50635647,434,640,141,499,100,100
TF_States_CT,Connecticut,CT,2017,Summer,MSO out,38,1000,n-out-of-n,16.70955544,7.925266281,27.9071343,21.69236703,11.63329194,33.20944843,16.08391608,9.894355313,23.91771123,21.94859416,34.03900765,5.521856194,11.12575602,32.7714323,354,429,69,360,100,100
TF_States_DC,District of Columbia,DC,2017,Summer,MSO out,21,1000,n-out-of-n,12.65080388,2.059328886,31.37311902,12.6032967,2.564102564,24.79090354,12.24489796,3.420127714,27.95796934,12.88156288,28.26182004,6.167234743,0.793782786,24.96934298,62,98,12,86,100,100
TF_States_DE,Delaware,DE,2017,Summer,MSO out,34,1000,n-out-of-n,20.71921193,8.048719155,40.38610635,17.58157908,9.764183937,26.27973576,19.16461916,11.21219078,29.28709071,17.55925831,25.27179005,4.334076238,9.064468886,26.05404774,291,407,78,329,100,100
TF_States_FL,Florida,FL,2017,Summer,MSO out,62,1000,n-out-of-n,33.54315235,16.8904078,49.26011328,25.94751834,19.56622367,33.36383453,33.72591006,27.57352189,40.27060092,26.11904909,28.48211868,3.61723269,19.02927302,33.20882516,2229,2802,945,1857,100,100
TF_States_GA,Georgia,GA,2017,Summer,MSO out,75,1000,n-out-of-n,22.32074599,13.15115207,28.80761859,21.10400267,15.33666423,27.37604197,24.12346419,21.13430506,27.29126729,21.09410911,27.97231748,3.229965006,14.76337769,27.42484052,2422,3337,805,2532,100,100
TF_States_ID,Idaho,ID,2017,Summer,MSO out,25,1000,n-out-of-n,11.51851938,5.534223014,14.76088408,10.22903822,5.198700048,15.68689291,12.55060729,10.46804852,14.85139447,10.32103879,14.25595875,2.85119175,4.732702957,15.90937462,951,1235,155,1080,100,100
TF_States_IL,Illinois,IL,2017,Summer,MSO out,96,1000,n-out-of-n,18.07893388,13.20744507,23.23438998,18.18160238,13.61067708,23.19880496,18.12933025,14.6656027,21.97538484,18.18950436,23.98737696,2.448201409,13.3910296,22.98797912,470,866,157,709,100,100
TF_States_IN,Indiana,IN,2017,Summer,MSO out,102,1000,n-out-of-n,12.86270627,8.317831884,17.65982341,12.40576971,8.897181755,16.51851431,13.09635173,9.923658593,16.77562738,12.48554123,19.73910584,1.954462715,8.654794305,16.31628815,632,1069,140,929,100,100
TF_States_IA,Iowa,IA,2017,Summer,MSO out,70,1000,n-out-of-n,35.19155545,11.23814802,58.02531247,11.48260613,7.042519337,16.00878005,42.88499025,35.92085421,50.04291307,11.46933076,18.54098148,2.216071151,7.125831305,15.81283022,396,1026,440,586,100,100
TF_States_KS,Kansas,KS,2017,Summer,MSO out,17,1000,n-out-of-n,15.00098203,6.663316583,27.16195485,26.40881844,12.02458408,42.71158009,14.67391304,5.884428514,28.04769571,26.67897462,33.70813301,8.175423109,10.65514533,42.70280391,133,184,27,157,100,100
TF_States_KY,Kentucky,KY,2017,Summer,MSO out,55,1000,n-out-of-n,36.24683431,11.65353887,60.30190487,20.75062079,13.49314999,28.92546791,43.14775161,34.43903263,52.15030604,20.77196333,30.45696779,4.106816699,12.7226026,28.82132406,610,934,403,531,100,100
TF_States_LA,Louisiana,LA,2017,Summer,MSO out,17,1000,n-out-of-n,27.14961814,11.38679579,40.32764764,24.16698093,13.60275204,34.76027243,29.6819788,20.93946464,39.55515677,23.97763573,23.59188913,5.721873575,12.76276352,35.19250794,343,566,168,398,100,100
TF_States_ME,Maine,ME,2017,Summer,MSO out,61,1000,n-out-of-n,9.714499278,5.977259177,13.51446072,11.4551194,7.35714072,15.61049361,9.683426443,6.819689925,13.16287511,11.58221358,16.81412306,2.152827856,7.362670987,15.80175618,340,537,52,485,100,100
TF_States_MD,Maryland,MD,2017,Summer,MSO out,117,1000,n-out-of-n,24.29814455,11.90729251,34.29378724,14.10948252,10.33185509,18.31503507,26.91697515,23.72072635,30.28159298,14.12383618,21.94583527,2.028893189,10.14720553,18.10046683,1461,1891,509,1382,100,100
TF_States_MA,Massachusetts,MA,2017,Summer,MSO out,85,1000,n-out-of-n,16.7550138,11.18570886,23.01718902,15.42717958,10.49054222,20.30136442,16.92307692,12.45234869,22.12739208,15.55598732,24.51437634,2.658957441,10.34443074,20.76754391,323,520,88,432,100,100
TF_States_MI,Michigan,MI,2017,Summer,MSO out,139,1000,n-out-of-n,13.85568138,9.692805502,18.55458896,13.73092728,9.895380697,17.89096881,13.71087928,11.16005263,16.55944914,13.79555265,22.88692346,1.941243511,9.990715368,17.60038993,1140,2013,276,1737,100,100
TF_States_MN,Minnesota,MN,2017,Summer,MSO out,71,1000,n-out-of-n,19.03208032,8.186827957,31.74385685,19.38205207,13.37419332,26.07934775,19.00684932,15.20941097,23.23665813,19.46453934,27.49460324,3.263009083,13.06904154,25.86003715,1074,2336,444,1892,100,100
TF_States_MS,Mississippi,MS,2017,Summer,MSO out,3,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],28,31,[R],[R],100,100
TF_States_MO,Missouri,MO,2017,Summer,MSO out,96,1000,n-out-of-n,17.03351831,9.515667984,27.59581629,24.80428008,18.89816532,31.02775681,16.60447761,12.21179842,21.72398777,24.74780316,29.75213199,3.036564256,18.79613722,30.69946911,732,1072,178,894,100,100
TF_States_MT,Montana,MT,2017,Summer,MSO out,11,1000,n-out-of-n,16.71320249,5.333333333,29.76347118,15.63021645,7.012987013,25.93777056,16.82242991,8.529957172,28.15391882,15.77922078,17.29564548,5.214833325,5.558147462,26.0002941,65,107,18,89,100,100
TF_States_NE,Nebraska,NE,2017,Summer,MSO out,15,1000,n-out-of-n,28.11039993,13.29470623,42.57257535,20.58652326,9.51984127,33.19945614,28.62745098,18.53802215,40.39514853,20.50018161,23.3758953,6.035630214,8.670346387,32.33001683,151,255,73,182,100,100
TF_States_NV,Nevada,NV,2017,Summer,MSO out,12,1000,n-out-of-n,22.87256104,13.25102806,35.55608974,24.89396825,13.86706349,37.59920635,22.72727273,13.13236024,34.75612782,25.1984127,22.71665732,6.557734108,12.34525385,38.05157155,76,110,25,85,100,100
TF_States_NH,New Hampshire,NH,2017,Summer,MSO out,46,1000,n-out-of-n,12.67776687,5.341210279,20.00147493,9.474359716,4.946184996,14.56597912,13.01587302,8.716654184,18.3149157,9.56744683,17.11677844,2.523731296,4.62093349,14.51396017,192,315,41,274,100,100
TF_States_NJ,New Jersey,NJ,2017,Summer,MSO out,70,1000,n-out-of-n,18.60374074,7.692307692,32.40517216,12.40150388,8.46860049,16.82587047,19.08302354,14.29736269,24.57343705,12.43363724,18.10293359,2.163714414,8.192756985,16.67451749,453,807,154,653,100,100
TF_States_NM,New Mexico,NM,2017,Summer,MSO out,19,1000,n-out-of-n,10.97197006,2.221813725,25.00606796,14.60723684,4.605263158,27.64802632,9.701492537,3.459580874,20.07682901,14.47368421,27.08755028,6.214310226,2.293636168,26.65373225,86,134,13,121,100,100
TF_States_NY,New York,NY,2017,Summer,MSO out,138,1000,n-out-of-n,23.89662822,14.18272469,34.09371758,12.48389709,9.066463679,15.88340233,24.89746683,22.07046923,27.87521635,12.51723801,21.09592575,1.795804457,8.997461275,16.03701475,2559,4145,1032,3113,100,100
TF_States_NC,North Carolina,NC,2017,Summer,MSO out,224,1000,n-out-of-n,15.74281391,12.25952231,19.4575241,16.43948557,13.33849877,19.46711798,15.74212894,13.28366342,18.42826386,16.49674086,23.83830969,1.592764063,13.3749233,19.61855843,1423,2001,315,1686,100,100
TF_States_ND,North Dakota,ND,2017,Summer,MSO out,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],6,13,[R],[R],100,100
TF_States_OH,Ohio,OH,2017,Summer,MSO out,236,1000,n-out-of-n,13.6793596,9.86034244,17.69778053,15.0760769,11.99773572,17.9999836,13.62489487,11.28750485,16.21184193,15.13124484,22.83334321,1.486324043,12.21804972,18.04443997,1394,2378,324,2054,100,100
TF_States_OK,Oklahoma,OK,2017,Summer,MSO out,30,1000,n-out-of-n,17.9853848,13.61943517,29.2630719,16.4648598,10.19922793,22.81397857,16.17021277,12.58482365,20.24313826,16.45564903,18.80938157,3.434107527,9.724798276,23.18649978,679,940,152,788,100,100
TF_States_OR,Oregon,OR,2017,Summer,MSO out,134,1000,n-out-of-n,16.43778332,11.11316282,23.03568396,16.34628249,12.26396931,20.74599155,16.21376812,12.58324737,20.34314632,16.38061388,26.85962686,2.320318356,11.8327899,20.92843786,616,1104,179,925,100,100
TF_States_PA,Pennsylvania,PA,2017,Summer,MSO out,581,1000,n-out-of-n,12.50351952,10.44285979,14.68050272,13.35411788,11.55885593,15.16129456,12.47397641,11.04992262,13.99746545,13.3221069,22.31410975,0.925745263,11.50764618,15.13656761,3318,5764,719,5045,100,100
TF_States_RI,Rhode Island,RI,2017,Summer,MSO out,12,1000,n-out-of-n,13.21871245,4.545454545,23.08139535,13.67027778,4.444444444,23.61805556,13.04347826,5.392772269,24.69558404,13.61111111,18.55694666,5.356929075,3.111530124,24.1106921,28,46,6,40,100,100
TF_States_SC,South Carolina,SC,2017,Summer,MSO out,58,1000,n-out-of-n,16.11740907,12.01953255,21.2356186,19.59744701,13.30964907,27.003713,15.91355599,11.50779352,21.09950676,19.49555714,26.71411251,3.507734821,12.62039689,26.37071739,376,509,81,428,100,100
TF_States_SD,South Dakota,SD,2017,Summer,MSO out,6,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],81,144,[R],[R],100,100
TF_States_TN,Tennessee,TN,2017,Summer,MSO out,60,1000,n-out-of-n,29.06115204,12.32278425,45.55365495,15.50924429,10.28393159,21.11066863,30.21978022,23.5400936,37.51166464,15.55548231,21.50295863,2.776020022,10.11448306,20.99648155,766,1274,385,889,100,100
TF_States_TX,Texas,TX,2017,Summer,MSO out,135,1000,n-out-of-n,16.1866506,11.63603562,27.96738855,12.65972366,9.208114363,16.17460785,14.6298938,12.60293437,16.82497904,12.63442155,19.87931109,1.710938684,9.280981728,15.98786137,3912,6309,923,5386,100,100
TF_States_UT,Utah,UT,2017,Summer,MSO out,179,1000,n-out-of-n,22.09120756,16.7350864,26.73125573,23.0289176,18.46712889,27.7943408,22.33104799,18.87004778,26.06749742,23.03571429,32.34887522,2.417868455,18.29669211,27.77473646,646,1021,228,793,100,100
TF_States_VT,Vermont,VT,2017,Summer,MSO out,41,1000,n-out-of-n,19.70953138,8.575108373,30.75156569,17.06668598,9.724958876,24.92893059,20.01282874,15.09031525,25.62896885,17.11153537,26.29629554,4.106791397,9.062224228,25.16084651,976,1559,312,1247,100,100
TF_States_VA,Virginia,VA,2017,Summer,MSO out,388,1000,n-out-of-n,18.3159577,13.41964442,24.11417059,17.99234536,15.24439748,20.9087069,18.41556637,15.90540671,21.11585046,18.07198129,27.89977613,1.416396535,15.29584408,20.84811849,1856,2878,530,2348,100,100
TF_States_WA,Washington,WA,2017,Summer,MSO out,82,1000,n-out-of-n,14.7889168,8.656646799,22.87271057,15.93732182,10.85171882,21.23279962,14.36403509,10.03169917,19.57389603,16.02940452,25.53400285,2.819758901,10.50267707,21.55613196,522,912,131,781,100,100
TF_States_WV,West Virginia,WV,2017,Summer,MSO out,50,1000,n-out-of-n,14.63373283,6.829088534,25.23344206,15.98356012,10.30774208,22.47384294,14.86486486,9.63877159,21.35911343,15.93898556,22.79523389,3.223732892,9.620469094,22.25750203,503,814,121,693,100,100
TF_States_WI,Wisconsin,WI,2017,Summer,MSO out,96,1000,n-out-of-n,21.76298293,14.43284606,27.73228805,18.11686595,13.52064249,22.91577002,22.35597592,19.35580561,25.56048922,18.15658958,23.47008367,2.395405384,13.46159503,22.85158414,1377,2326,520,1806,100,100
TF_States_WY,Wyoming,WY,2017,Summer,MSO out,15,1000,n-out-of-n,43.87713043,13,71.99172577,22.88198226,10.21323529,37.95664488,48.71794872,29.90686546,67.78211625,22.82103953,28.16353308,7.271792973,8.568325301,37.07375375,74,156,76,80,100,100
TF_States_NCUSA,Non Continental USA,NCUSA,2017,Summer,MSO out,12,1000,n-out-of-n,6.63680443,0,23.07692308,4.120833333,0,12.5,6.593406593,0.823402918,21.11475125,4.166666667,14.43375673,4.166666667,-4,12.33333333,86,91,6,85,100,100
MultiState,MultiStates,MSO,2017,Summer,MSO out,130,1000,n-out-of-n,18.52329571,13.1939226,24.83309213,21.18367405,17.56922776,25.08208048,18.3699033,15.49626355,21.49656485,21.17505788,21.5685111,1.891683562,17.46735809,24.88275766,219410,307356,56461,250895,0,0
TF_States_AL,Alabama,AL,2017,Winter,MSO out,42,1000,n-out-of-n,26.25138065,14.91136802,38.82730015,33.40190934,23.1551737,44.74438211,25.37593985,17.62535006,34.34205544,33.36562247,35.05305667,5.408804071,22.76436649,43.96687845,465,532,135,397,100,100
TF_States_AK,Alaska,AK,2017,Winter,MSO out,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],8,8,[R],[R],100,100
TF_States_AZ,Arizona,AZ,2017,Winter,MSO out,8,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],52,63,[R],[R],100,100
TF_States_AR,Arkansas,AR,2017,Winter,MSO out,36,1000,n-out-of-n,14.77229305,8.793284904,21.54376209,19.65165232,12.27965903,28.17091316,14.69879518,9.969094867,20.45884188,19.47971592,25.47433392,4.24572232,11.15810017,27.80133166,359,415,61,354,100,100
TF_States_CA,California,CA,2017,Winter,MSO out,122,1000,n-out-of-n,20.26511658,12.83478118,38.25129799,32.24086846,26.07725075,38.74050708,19.03876224,16.28780264,22.0087626,32.19263772,34.82714594,3.15310164,26.0125585,38.37271693,57352,60755,11567,49188,100,100
TF_States_CO,Colorado,CO,2017,Winter,MSO out,126,1000,n-out-of-n,35.66118581,28.46841783,43.89928511,48.63088409,41.6645993,55.42136148,35.51020408,30.35735044,40.897713,48.68003021,40.84807208,3.639035491,41.54752065,55.81253977,718,735,261,474,100,100
TF_States_CT,Connecticut,CT,2017,Winter,MSO out,44,1000,n-out-of-n,55.07057153,42.52762493,67.10580837,49.78920882,38.58874667,60.74807345,54.86284289,46.12718636,63.40200663,49.83161283,38.67873207,5.831038257,38.40277785,61.26044781,391,401,220,181,100,100
TF_States_DC,District of Columbia,DC,2017,Winter,MSO out,22,1000,n-out-of-n,42.69908965,30.76785714,61.97253521,57.47772727,40.62954545,73.54772727,41.66666667,28.6153551,55.55930737,57.63636364,40.65012793,8.666636394,40.6497563,74.62297097,91,96,40,56,100,100
TF_States_DE,Delaware,DE,2017,Winter,MSO out,40,1000,n-out-of-n,70.78104438,49.99396135,87.51691993,50.63406314,38.70289932,62.08019977,75.29069767,65.65470497,83.48108937,50.90899388,37.92342042,5.99621926,39.15640413,62.66158362,345,344,259,85,100,100
TF_States_FL,Florida,FL,2017,Winter,MSO out,56,1000,n-out-of-n,23.1079979,10.89684871,32.83831429,29.31408905,21.82009421,37.95600345,23.55229041,18.97681607,28.57959989,29.16679675,32.11136892,4.291062168,20.7563149,37.5772786,1812,2314,545,1769,100,100
TF_States_GA,Georgia,GA,2017,Winter,MSO out,77,1000,n-out-of-n,33.53713364,13.61587495,62.26028925,37.25726832,30.79226881,43.68391761,29.31633835,22.93197186,36.29655159,37.42896245,28.95956227,3.30024841,30.96047557,43.89744934,2262,2589,759,1830,100,100
TF_States_ID,Idaho,ID,2017,Winter,MSO out,35,1000,n-out-of-n,27.9431607,13.55510892,58.8995098,60.20891985,47.66552625,71.8478626,20.39180766,14.07453991,27.86655539,60.11720316,38.43867808,6.497322465,47.38245113,72.85195519,1114,1123,229,894,100,100
TF_States_IL,Illinois,IL,2017,Winter,MSO out,118,1000,n-out-of-n,49.48413016,41.27514029,58.13225446,56.88431987,49.57393052,63.76320035,49.37238494,43.51572852,55.24057115,56.95919885,38.42755454,3.537543134,50.02561431,63.89278339,913,956,472,484,100,100
TF_States_IN,Indiana,IN,2017,Winter,MSO out,118,1000,n-out-of-n,36.05020754,29.63843718,43.43762807,33.5783,28.55929352,39.56569543,36.10603291,31.27432872,41.13309274,33.69277217,31.37426356,2.888235069,28.03183144,39.35371291,1081,1094,395,699,100,100
TF_States_IA,Iowa,IA,2017,Winter,MSO out,83,1000,n-out-of-n,47.22674819,34.31269448,58.40377085,39.0288619,31.31844829,47.23434354,47.70642202,40.86112255,54.60985371,38.96077215,35.89573135,3.940068388,31.23823811,46.68330619,750,763,364,399,100,100
TF_States_KS,Kansas,KS,2017,Winter,MSO out,22,1000,n-out-of-n,21.72566349,15.23142816,28.66409192,32.23949946,19.53605249,45.82203734,21.91011236,14.75511404,30.40947265,32.60191198,33.19562011,7.077329988,18.7303452,46.47347875,175,178,39,139,100,100
TF_States_KY,Kentucky,KY,2017,Winter,MSO out,50,1000,n-out-of-n,34.26103034,19.10457741,46.21004039,31.18549676,21.92926743,40.49030258,35.71428571,28.46354872,43.43156319,31.19731522,34.16899504,4.83222562,21.72615301,40.66847744,499,728,260,468,100,100
TF_States_LA,Louisiana,LA,2017,Winter,MSO out,22,1000,n-out-of-n,24.09873154,8.283272283,42.35438493,28.15517271,17.12162342,41.08382005,25.86490939,17.13177723,36.1184464,28.51012706,29.26396265,6.239097801,16.28149537,40.73875875,439,607,157,450,100,100
TF_States_ME,Maine,ME,2017,Winter,MSO out,80,1000,n-out-of-n,45.76421811,38.01813699,55.1713962,54.79616167,45.95401057,63.53177226,45.49839228,39.32438485,51.76632177,54.64579691,38.38380557,4.291439924,46.23457466,63.05701916,613,622,283,339,100,100
TF_States_MD,Maryland,MD,2017,Winter,MSO out,149,1000,n-out-of-n,42.95098175,31.30503525,50.13904188,42.07771885,35.95318569,47.97918329,43.71584699,39.5136903,47.97905716,42.03528619,38.39875177,3.145748316,35.86961949,48.20095289,1533,1647,720,927,100,100
TF_States_MA,Massachusetts,MA,2017,Winter,MSO out,108,1000,n-out-of-n,41.77350133,33.12730479,50.51848268,50.81517743,43.25238899,58.13631567,41.50579151,35.36334433,47.8299283,50.76687239,37.79054633,3.636397016,43.63953424,57.89421055,504,518,215,303,100,100
TF_States_MI,Michigan,MI,2017,Winter,MSO out,172,1000,n-out-of-n,42.60997415,31.20245483,55.60617969,60.29073571,54.98487024,65.68897241,42.02745512,37.42763944,46.72157872,60.25892388,36.11427068,2.753687323,54.86169672,65.65615103,1874,1894,796,1098,100,100
TF_States_MN,Minnesota,MN,2017,Winter,MSO out,97,1000,n-out-of-n,28.27097453,22.42586689,40.42310686,55.2028091,47.59378189,62.95647036,27.28040541,23.12140276,31.72195865,55.25073858,38.87999833,3.947665721,47.51331377,62.98816339,2356,2368,646,1722,100,100
TF_States_MS,Mississippi,MS,2017,Winter,MSO out,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],17,17,[R],[R],100,100
TF_States_MO,Missouri,MO,2017,Winter,MSO out,109,1000,n-out-of-n,23.00777493,18.35250172,28.27323514,27.82898279,22.15310166,34.11132851,22.95081967,19.25659688,26.94660972,27.95066376,33.21343654,3.181270254,21.71537406,34.18595346,988,1037,238,799,100,100
TF_States_MT,Montana,MT,2017,Winter,MSO out,17,1000,n-out-of-n,32.3937541,18.1807041,55.38888889,44.10252412,27.44382197,61.72321429,30,17.52633805,44.87950717,43.74805478,37.7572023,9.157466659,25.79942013,61.69668943,100,100,30,70,100,100
TF_States_NE,Nebraska,NE,2017,Winter,MSO out,20,1000,n-out-of-n,54.03062874,38.12257923,68.57282913,59.49905007,45.62730429,73.2771149,54.16666667,42.49284634,65.54032153,59.67524382,33.63198086,7.520339541,44.93537832,74.41510932,195,216,117,99,100,100
TF_States_NV,Nevada,NV,2017,Winter,MSO out,14,1000,n-out-of-n,56.33242855,36.05473902,72.93189545,48.45684328,29.24417844,67.70038592,57.77777778,40.57747547,73.77946042,48.82129775,39.2631729,10.49352435,28.25399002,69.38860548,88,90,52,38,100,100
TF_States_NH,New Hampshire,NH,2017,Winter,MSO out,55,1000,n-out-of-n,59.7250245,48.77770565,70.37703909,58.10256089,47.85213326,68.730157,59.81012658,50.90004363,68.30573377,58.00429448,38.2220717,5.153863097,47.90272281,68.10586615,309,316,189,127,100,100
TF_States_NJ,New Jersey,NJ,2017,Winter,MSO out,78,1000,n-out-of-n,38.28101341,27.38599692,49.43262195,37.90344816,30.52877529,45.08893757,38.31908832,32.36960912,44.51202009,37.75354786,34.01570201,3.851519819,30.20456902,45.30252671,696,702,269,433,100,100
TF_States_NM,New Mexico,NM,2017,Winter,MSO out,24,1000,n-out-of-n,47.66828324,22.45937133,73.84701493,59.39685247,44.51394288,73.47248932,44.09937888,29.81665534,59.07681879,59.21861681,36.73315067,7.498122982,44.52229577,73.91493786,157,161,71,90,100,100
TF_States_NY,New York,NY,2017,Winter,MSO out,156,1000,n-out-of-n,46.89715188,41.387261,54.18269791,48.69290584,42.85994511,54.83517796,46.70621293,43.06368727,50.37230926,48.67858032,37.58677907,3.00935077,42.78025281,54.57690783,3183,3203,1496,1707,100,100
